市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
嘉麻市,35473,16400,19073,35211,16275,18936,3893,2004,1889,17155,8529,8626,14340,5797,8543,7225,2431,4794,258
朝倉市,50273,23546,26727,49166,23062,26104,6071,3025,3046,26115,12867,13248,17523,7369,10154,8866,3179,5687,658
みやま市,35861,16675,19186,35576,16587,18989,3992,2002,1990,18024,8757,9267,13749,5864,7885,7122,2659,4463,260
糸島市,98877,46984,51893,97546,46316,51230,13669,7068,6601,55280,26838,28442,29578,12892,16686,13826,5411,8415,1160
那珂川市,50112,24194,25918,49561,23865,25696,8136,4118,4018,29916,14647,15269,11704,5210,6494,5237,2140,3097,285
宇美町,37671,18964,18707,37066,18559,18507,5331,2757,2574,21789,11356,10433,10408,4758,5650,4303,1714,2589,486
篠栗町,31209,15014,16195,30957,14881,16076,4654,2416,2238,18481,9106,9375,7985,3448,4537,3957,1562,2395,178
志免町,46377,22291,24086,45661,21918,23743,7487,3821,3666,27314,13498,13816,11034,4571,6463,5479,2014,3465,602
須恵町,28628,13760,14868,28155,13502,14653,4777,2475,2302,15750,7847,7903,7847,3324,4523,3796,1452,2344,255
新宮町,32927,15894,17033,32367,15633,16734,6820,3395,3425,19912,9728,10184,6024,2663,3361,2682,1024,1658,430
久山町,9068,4281,4787,8797,4234,4563,1511,786,725,5048,2440,2608,2471,1031,1440,1262,481,781,247
粕屋町,48190,23840,24350,47148,23252,23896,8617,4361,4256,30431,15424,15007,8514,3664,4850,3963,1523,2440,614
芦屋町,13545,6629,6916,13455,6578,6877,1645,800,845,7531,4003,3528,4363,1822,2541,2320,861,1459,85
水巻町,28114,13074,15040,27605,12843,14762,3500,1754,1746,15191,7424,7767,9305,3851,5454,4627,1680,2947,418
岡垣町,31007,14481,16526,30808,14377,16431,4075,2104,1971,16217,7827,8390,10309,4369,5940,5430,2085,3345,166
遠賀町,18723,8795,9928,18505,8700,9805,2387,1229,1158,9789,4722,5067,6497,2821,3676,3252,1303,1949,197
小竹町,7151,3406,3745,6955,3246,3709,605,317,288,3523,1865,1658,3021,1224,1797,1533,558,975,196
鞍手町,15080,7074,8006,14885,6951,7934,1653,825,828,7501,3753,3748,5915,2487,3428,2878,1057,1821,189
桂川町,12878,6018,6860,12776,5968,6808,1618,853,765,6690,3252,3438,4523,1905,2618,2062,729,1333,102
筑前町,29591,14061,15530,29320,13941,15379,4128,2115,2013,16156,7997,8159,9238,3903,5335,4499,1647,2852,225
東峰村,1899,868,1031,1888,861,1027,184,90,94,846,419,427,869,359,510,493,155,338,11
大刀洗町,15521,7438,8083,15193,7286,7907,2339,1206,1133,8798,4340,4458,4351,1873,2478,2088,754,1334,316
大木町,13820,6545,7275,13687,6502,7185,2097,1071,1026,7666,3749,3917,4036,1714,2322,1974,729,1245,120
広川町,19969,9589,10380,19494,9353,10141,2671,1343,1328,10991,5565,5426,6002,2511,3491,3213,1165,2048,270
香春町,10191,4737,5454,10141,4712,5429,1135,568,567,4795,2366,2429,4238,1786,2452,2191,801,1390,49
添田町,8801,4128,4673,8791,4125,4666,856,449,407,4018,2032,1986,3926,1647,2279,1996,730,1266,9
糸田町,8407,3843,4564,8369,3821,4548,1135,572,563,4055,1959,2096,3215,1310,1905,1663,578,1085,38
川崎町,15176,6918,8258,15077,6874,8203,1787,921,866,7456,3557,3899,5932,2439,3493,2946,1030,1916,99
大任町,5008,2262,2746,4999,2262,2737,731,381,350,2327,1112,1215,1948,767,1181,1020,347,673,9
赤村,2774,1295,1479,2771,1294,1477,352,181,171,1301,630,671,1119,483,636,531,196,335,3
福智町,21398,9984,11414,21277,9925,11352,2691,1402,1289,10637,5192,5445,8066,3387,4679,4070,1449,2621,121
苅田町,37684,19639,18045,35390,18280,17110,5185,2700,2485,21919,12031,9888,8879,3867,5012,4323,1687,2636,1050
みやこ町,18825,8803,10022,18675,8711,9964,1907,961,946,8998,4482,4516,7915,3358,4557,4220,1541,2679,147
吉富町,6536,3068,3468,6462,3030,3432,853,429,424,3540,1758,1782,2115,867,1248,1124,421,703,58
上毛町,7251,3453,3798,7217,3439,3778,984,518,466,3651,1805,1846,2615,1129,1486,1382,517,865,34
築上町,17189,8272,8917,17048,8198,8850,1911,977,934,8650,4509,4141,6566,2741,3825,3559,1305,2254,97
所属未定地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
