市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
佐賀市,233301,110191,123110,225564,106544,119020,30064,15374,14690,129142,62695,66447,64802,26938,37864,33354,12235,21119,1425
唐津市,117373,55015,62358,116391,54731,61660,16016,8273,7743,62594,30479,32115,38363,16034,22329,19481,6995,12486,722
鳥栖市,74196,35528,38668,72035,34354,37681,11203,5766,5437,43865,21501,22364,17938,7566,10372,9061,3385,5676,1064
多久市,18295,8555,9740,18121,8468,9653,2110,1028,1082,9416,4681,4735,6753,2835,3918,3326,1137,2189,165
伊万里市,52629,25445,27184,51983,25010,26973,7293,3736,3557,28119,14359,13760,16919,7154,9765,8473,3019,5454,447
武雄市,47914,22727,25187,47438,22537,24901,6547,3401,3146,25940,12765,13175,15064,6377,8687,7670,2758,4912,209
鹿島市,27892,13140,14752,27705,13059,14646,3784,1964,1820,14918,7231,7687,9141,3914,5227,4653,1759,2894,157
小城市,43952,20772,23180,43559,20626,22933,6124,3109,3015,24623,11903,12720,12599,5446,7153,6215,2312,3903,274
嬉野市,25848,11995,13853,25643,11901,13742,3225,1617,1608,13334,6503,6831,9219,3836,5383,4868,1738,3130,157
神埼市,31022,14884,16138,30472,14652,15820,3934,2047,1887,16890,8427,8463,9762,4176,5586,4954,1858,3096,206
吉野ヶ里町,16323,7990,8333,16004,7864,8140,2430,1249,1181,9759,4921,4838,3970,1728,2242,1880,721,1159,192
基山町,17250,8174,9076,16899,8045,8854,2169,1100,1069,9595,4574,5021,5344,2419,2925,2425,977,1448,247
上峰町,9286,4455,4831,9017,4327,4690,1391,734,657,5258,2544,2714,2422,1057,1365,1167,455,712,56
みやき町,25511,12170,13341,25291,12090,13201,3337,1730,1607,13258,6587,6671,8842,3815,5027,4501,1776,2725,171
玄海町,5609,3067,2542,5601,3064,2537,610,319,291,3081,1847,1234,1774,762,1012,895,316,579,8
有田町,19010,8780,10230,18862,8720,10142,2433,1218,1215,9841,4808,5033,6717,2746,3971,3540,1247,2293,144
大町町,6293,2903,3390,6269,2893,3376,643,329,314,3072,1511,1561,2566,1054,1512,1265,424,841,16
江北町,9566,4460,5106,9493,4447,5046,1434,727,707,5366,2592,2774,2723,1121,1602,1394,455,939,67
白石町,22051,10358,11693,21874,10312,11562,2605,1378,1227,11436,5675,5761,7984,3291,4693,4351,1466,2885,156
太良町,8121,3842,4279,8064,3820,4244,889,456,433,4072,2058,2014,3159,1327,1832,1772,671,1101,57
