市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
前橋市,332149,162298,169851,315078,154047,161031,36764,18891,17873,179561,90203,89358,96390,42199,54191,49956,19933,30023,5505
高崎市,372973,182646,190327,363518,178526,184992,46009,23589,22420,215425,109564,105861,105034,46109,58925,54212,21755,32457,5077
桐生市,106445,51392,55053,104389,50463,53926,9973,5129,4844,57199,29309,27890,38392,16402,21990,20621,8016,12605,1579
伊勢崎市,211850,106350,105500,197596,98939,98657,27506,13936,13570,127686,66629,61057,53086,23751,29335,26491,10911,15580,11955
太田市,223014,114106,108908,209319,106391,102928,29597,15142,14455,131786,70589,61197,58057,26226,31831,28336,11879,16457,10992
沼田市,45337,21942,23395,44569,21601,22968,4787,2468,2319,24666,12481,12185,15489,6786,8703,8152,3137,5015,522
館林市,75309,37769,37540,72280,36164,36116,8494,4345,4149,44000,23153,20847,22103,9807,12296,10913,4336,6577,2425
渋川市,74581,36363,38218,73575,35945,37630,7561,3803,3758,40199,20571,19628,26284,11676,14608,13324,5269,8055,709
藤岡市,63261,30766,32495,62213,30262,31951,6837,3414,3423,35533,18012,17521,20486,9078,11408,10198,4116,6082,727
富岡市,47446,23403,24043,46598,23054,23544,5077,2608,2469,25762,13215,12547,16334,7426,8908,8446,3502,4944,797
安中市,54907,26848,28059,54185,26513,27672,5510,2840,2670,29336,14942,14394,19753,8875,10878,10054,4116,5938,477
みどり市,49648,24562,25086,48806,24141,24665,5904,3037,2867,28254,14565,13689,14832,6606,8226,7285,2900,4385,684
榛東村,14216,7190,7026,14024,7102,6922,1886,996,890,8497,4451,4046,3776,1710,2066,1770,717,1053,158
吉岡町,21792,10613,11179,21600,10528,11072,3394,1703,1691,13135,6509,6626,5212,2367,2845,2473,1024,1449,148
上野村,1128,573,555,1111,573,538,108,59,49,502,269,233,518,245,273,315,137,178,17
神流町,1645,793,852,1634,790,844,59,28,31,575,319,256,1011,446,565,610,233,377,11
下仁田町,6576,3224,3352,6545,3216,3329,352,172,180,2884,1510,1374,3340,1542,1798,1914,804,1110,31
南牧村,1611,762,849,1606,759,847,38,24,14,522,278,244,1051,460,591,703,279,424,5
甘楽町,12491,6175,6316,12323,6077,6246,1276,660,616,6643,3355,3288,4274,1993,2281,2044,847,1197,154
中之条町,15386,7498,7888,15153,7386,7767,1365,717,648,7654,3901,3753,6294,2826,3468,3512,1438,2074,196
長野原町,5095,2529,2566,5034,2496,2538,434,235,199,2621,1393,1228,1991,873,1118,1039,414,625,59
嬬恋村,8850,4522,4328,8698,4407,4291,915,483,432,4635,2529,2106,3285,1498,1787,1683,700,983,143
草津町,6049,3034,3015,5701,2877,2824,435,224,211,2882,1554,1328,2348,1040,1308,1265,519,746,223
高山村,3511,1745,1766,3318,1620,1698,354,188,166,1858,967,891,1299,590,709,707,286,421,193
東吾妻町,12728,6268,6460,12483,6173,6310,1078,557,521,6379,3302,3077,5253,2395,2858,2720,1118,1602,240
片品村,3993,1949,2044,3943,1919,2024,331,159,172,2001,1051,950,1639,725,914,824,304,520,42
川場村,3480,1593,1887,3470,1589,1881,361,188,173,1553,781,772,1566,624,942,978,321,657,10
昭和村,6953,3455,3498,6517,3266,3251,799,446,353,3869,1946,1923,2281,1061,1220,1071,425,646,436
みなかみ町,17195,8349,8846,16959,8229,8730,1500,773,727,8653,4426,4227,7014,3128,3886,3704,1424,2280,222
玉村町,36054,17594,18460,34289,16795,17494,3777,1954,1823,20898,10260,10638,9207,4249,4958,3986,1649,2337,834
板倉町,14083,7031,7052,13691,6842,6849,1361,697,664,7812,4035,3777,4735,2197,2538,2070,844,1226,257
明和町,10882,5465,5417,10590,5328,5262,1284,672,612,6202,3189,3013,3316,1546,1770,1514,633,881,241
千代田町,10861,5470,5391,10468,5293,5175,1257,680,577,6215,3224,2991,3374,1554,1820,1511,642,869,337
大泉町,42089,22282,19807,34140,18120,16020,5097,2592,2505,26575,14773,11802,9464,4335,5129,4389,1867,2522,7392
邑楽町,25522,12852,12670,24790,12460,12330,2824,1458,1366,14259,7449,6810,8241,3815,4426,3665,1611,2054,634
