市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
昭和村,1246,623,623,1242,623,619,66,34,32,487,283,204,693,306,387,452,176,276,4
会津美里町,19014,9108,9906,18907,9074,9833,1904,969,935,9438,4835,4603,7528,3225,4303,4018,1448,2570,38
西郷村,20808,10636,10172,20387,10429,9958,2805,1449,1356,12432,6569,5863,5185,2373,2812,2289,901,1388,243
泉崎村,6213,3061,3152,6095,3020,3075,776,385,391,3451,1773,1678,1986,903,1083,969,383,586,118
中島村,4885,2398,2487,4850,2368,2482,632,305,327,2774,1447,1327,1479,646,833,744,261,483,35
矢吹町,17287,8649,8638,17124,8559,8565,2132,1087,1045,9723,5162,4561,5429,2400,3029,2662,1031,1631,163
棚倉町,13343,6581,6762,13236,6538,6698,1630,823,807,7372,3849,3523,4258,1864,2394,2201,821,1380,71
矢祭町,5392,2620,2772,5369,2613,2756,600,292,308,2666,1395,1271,2126,933,1193,1163,431,732,23
塙町,8302,4079,4223,8191,4041,4150,865,444,421,4214,2188,2026,3196,1429,1767,1749,673,1076,87
鮫川村,3049,1531,1518,3031,1531,1500,316,157,159,1512,802,710,1221,572,649,650,268,382,18
石川町,14644,7334,7310,14493,7272,7221,1424,754,670,7719,4095,3624,5430,2434,2996,2784,1058,1726,108
玉川村,6392,3202,3190,6319,3155,3164,795,407,388,3565,1877,1688,2024,912,1112,946,368,578,71
平田村,5826,2883,2943,5706,2817,2889,584,299,285,3179,1699,1480,2057,879,1178,1064,358,706,120
浅川町,6036,3031,3005,5990,3018,2972,682,353,329,3272,1733,1539,2055,932,1123,1081,426,655,23
古殿町,4825,2364,2461,4767,2356,2411,499,243,256,2433,1279,1154,1893,842,1051,1014,384,630,58
三春町,17018,8448,8570,16923,8412,8511,1842,959,883,9177,4735,4442,5882,2678,3204,2901,1154,1747,58
小野町,9471,4677,4794,9318,4586,4732,969,495,474,5074,2666,2408,3384,1491,1893,1800,683,1117,142
広野町,5412,3311,2101,5330,3253,2077,384,198,186,2958,1889,1069,1558,729,829,687,267,420,75
楢葉町,3710,2147,1563,3683,2128,1555,259,132,127,1996,1276,720,1388,672,716,721,296,425,22
富岡町,2128,1542,586,2040,1491,549,60,21,39,1382,1092,290,482,258,224,233,96,137,10
川内村,2044,1035,1009,1947,1003,944,116,60,56,883,499,384,974,441,533,542,215,327,32
大熊町,847,754,93,846,753,93,1,1,0,754,697,57,87,51,36,34,18,16,1
双葉町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浪江町,1923,1350,573,1772,1248,524,52,26,26,1056,806,250,568,321,247,242,119,123,5
葛尾村,420,241,179,416,238,178,24,10,14,198,121,77,198,110,88,96,47,49,4
新地町,7905,3945,3960,7847,3905,3942,997,528,469,4286,2229,2057,2597,1170,1427,1292,526,766,50
飯舘村,1318,662,656,1299,661,638,34,17,17,525,287,238,755,356,399,378,139,239,19
