市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
青森市,275192,128049,147143,271454,126081,145373,28040,14189,13851,150122,72936,77186,84787,34223,50564,42083,14881,27202,922
弘前市,168466,77251,91215,166298,76408,89890,17417,8953,8464,95115,45946,49169,53922,21384,32538,27960,9684,18276,641
八戸市,223415,106818,116597,220832,105377,115455,25636,13155,12481,126567,63266,63301,69328,29160,40168,34454,12788,21666,1096
黒石市,31946,14789,17157,31778,14737,17041,3214,1645,1569,17723,8693,9030,10943,4419,6524,5403,1854,3549,116
五所川原市,51415,23252,28163,51001,23043,27958,4852,2448,2404,27798,13231,14567,18363,7323,11040,9807,3405,6402,97
十和田市,60378,28685,31693,59560,28363,31197,6398,3297,3101,33001,16559,16442,20320,8514,11806,10052,3691,6361,310
三沢市,39152,19602,19550,38211,19154,19057,4994,2573,2421,23094,12228,10866,10385,4326,6059,5252,1833,3419,659
むつ市,54103,26104,27999,53212,25728,27484,5714,2952,2762,29283,15127,14156,18249,7589,10660,8939,3279,5660,153
つがる市,30934,14363,16571,30849,14332,16517,2903,1469,1434,16001,8097,7904,12002,4782,7220,6586,2246,4340,58
平川市,30567,14188,16379,30515,14177,16338,3282,1667,1615,16504,8166,8338,10777,4354,6423,5649,1967,3682,48
平内町,10126,4818,5308,10079,4811,5268,906,462,444,5050,2584,2466,4164,1768,2396,1981,691,1290,47
今別町,2334,1119,1215,2331,1117,1214,105,59,46,939,511,428,1290,549,741,721,264,457,3
蓬田村,2540,1211,1329,2538,1211,1327,247,144,103,1216,591,625,1077,476,601,559,214,345,2
外ヶ浜町,5401,2527,2874,5365,2521,2844,285,162,123,2362,1255,1107,2750,1106,1644,1573,563,1010,36
鰺ヶ沢町,9044,4145,4899,9022,4136,4886,701,360,341,4299,2151,2148,4034,1628,2406,2227,783,1444,14
深浦町,7346,3397,3949,7324,3393,3931,481,244,237,3139,1599,1540,3726,1554,2172,2147,814,1333,22
西目屋村,1265,589,676,1265,589,676,151,69,82,613,321,292,501,199,302,291,95,196,0
藤崎町,14573,6748,7825,14544,6743,7801,1679,849,830,8090,3959,4131,4797,1936,2861,2506,821,1685,27
大鰐町,8665,3934,4731,8663,3933,4730,631,311,320,4262,2098,2164,3771,1525,2246,2007,691,1316,2
田舎館村,7326,3425,3901,7312,3420,3892,836,411,425,3845,1961,1884,2639,1048,1591,1386,471,915,11
板柳町,12700,5806,6894,12681,5796,6885,1205,618,587,6672,3251,3421,4822,1936,2886,2614,932,1682,19
鶴田町,12074,5553,6521,12059,5550,6509,1263,637,626,6236,3083,3153,4575,1833,2742,2497,867,1630,15
中泊町,9657,4432,5225,9593,4413,5180,756,381,375,4612,2259,2353,4289,1792,2497,2288,824,1464,64
野辺地町,12374,5776,6598,12223,5732,6491,1102,536,566,6556,3308,3248,4713,1931,2782,2417,871,1546,151
七戸町,14556,6964,7592,14502,6937,7565,1406,708,698,7202,3745,3457,5943,2508,3435,3049,1109,1940,54
六戸町,10447,5084,5363,10366,5045,5321,1394,703,691,5522,2830,2692,3531,1551,1980,1777,679,1098,81
横浜町,4229,2071,2158,4153,2063,2090,359,188,171,2179,1182,997,1691,701,990,922,326,596,76
東北町,16428,7846,8582,16325,7813,8512,1721,870,851,8396,4339,4057,6300,2629,3671,3353,1183,2170,103
六ヶ所村,10367,5910,4457,10066,5721,4345,1065,549,516,6470,4041,2429,2618,1176,1442,1219,464,755,103
おいらせ町,24273,11627,12646,23942,11505,12437,3308,1662,1646,13956,6901,7055,6671,2890,3781,3014,1110,1904,228
大間町,4718,2375,2343,4705,2373,2332,501,275,226,2496,1368,1128,1711,729,982,838,297,541,9
東通村,5955,3162,2793,5943,3156,2787,633,333,300,3205,1879,1326,2117,950,1167,1123,430,693,12
風間浦村,1636,779,857,1633,779,854,125,60,65,751,387,364,757,329,428,385,154,231,3
佐井村,1788,883,905,1787,883,904,124,60,64,802,431,371,858,388,470,458,168,290,1
三戸町,9082,4288,4794,9035,4277,4758,826,414,412,4412,2276,2136,3783,1561,2222,2045,737,1308,34
五戸町,16042,7676,8366,15970,7651,8319,1436,754,682,8139,4183,3956,6467,2739,3728,3375,1256,2119,72
田子町,4968,2376,2592,4955,2375,2580,417,219,198,2368,1221,1147,2182,936,1246,1192,456,736,13
南部町,16809,7884,8925,16776,7879,8897,1558,771,787,8525,4312,4213,6725,2801,3924,3572,1274,2298,33
階上町,13496,6827,6669,13278,6713,6565,1276,657,619,7697,4098,3599,4281,1917,2364,2002,738,1264,66
新郷村,2197,1069,1128,2189,1068,1121,165,84,81,948,514,434,1084,471,613,615,223,392,8
