市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
岡山市,724691,348630,376061,694651,333235,361416,92756,47526,45230,424785,210504,214281,185732,79007,106725,97154,37252,59902,11844
倉敷市,474592,228261,246331,440084,213135,226949,58486,29868,28618,249921,122761,127160,125532,54731,70801,65415,26501,38914,4361
津山市,99937,48012,51925,97681,46907,50774,12449,6450,5999,55234,27746,27488,30544,12829,17715,16054,5946,10108,832
玉野市,56531,27437,29094,55556,26991,28565,5608,2950,2658,28734,14685,14049,21774,9570,12204,11632,4706,6926,615
笠岡市,46088,21866,24222,45238,21511,23727,4419,2247,2172,23004,11443,11561,17064,7285,9779,9547,3626,5921,490
井原市,38384,18353,20031,37788,18151,19637,3880,1977,1903,20028,10142,9886,14355,6156,8199,8072,3079,4993,512
総社市,69030,33425,35605,66634,32346,34288,9589,4986,4603,39165,19494,19671,19408,8508,10900,9800,3933,5867,1593
高梁市,29072,14225,14847,28056,13597,14459,2546,1291,1255,14264,7622,6642,11904,5065,6839,6889,2507,4382,900
新見市,28079,13411,14668,27757,13296,14461,2676,1426,1250,13644,6927,6717,11606,4960,6646,6728,2522,4206,271
備前市,32320,15516,16804,31623,15054,16569,2961,1538,1423,16406,8415,7991,12732,5397,7335,7117,2730,4387,548
瀬戸内市,36048,17319,18729,35407,17048,18359,4071,2185,1886,19264,9640,9624,12422,5347,7075,6681,2620,4061,420
赤磐市,42661,20454,22207,42018,20107,21911,5745,2985,2760,22267,10898,11369,14377,6402,7975,7208,3021,4187,483
真庭市,42725,20397,22328,42384,20254,22130,4863,2507,2356,20687,10589,10098,17061,7230,9831,9445,3458,5987,291
美作市,25939,12452,13487,25456,12146,13310,2612,1349,1263,12356,6355,6001,10800,4642,6158,6017,2230,3787,380
浅口市,32772,15760,17012,32437,15648,16789,3589,1854,1735,17005,8550,8455,12047,5290,6757,6616,2725,3891,225
和気町,13623,6468,7155,13351,6330,7021,1266,649,617,6727,3446,3281,5598,2358,3240,3131,1175,1956,248
早島町,12368,5930,6438,12285,5894,6391,2027,1058,969,6881,3336,3545,3433,1518,1915,1773,745,1028,67
里庄町,10950,5206,5744,10795,5156,5639,1525,809,716,5965,2901,3064,3454,1491,1963,1892,758,1134,155
矢掛町,13414,6412,7002,13039,6230,6809,1423,706,717,6726,3418,3308,5207,2263,2944,2882,1150,1732,368
新庄村,813,380,433,802,370,432,99,45,54,368,187,181,346,148,198,212,83,129,11
鏡野町,12062,5810,6252,11950,5769,6181,1485,814,671,5873,2949,2924,4674,2029,2645,2526,952,1574,84
勝央町,10888,5204,5684,10835,5184,5651,1580,817,763,5821,2877,2944,3465,1499,1966,1849,688,1161,46
奈義町,5578,2788,2790,5552,2774,2778,736,372,364,2864,1572,1292,1977,844,1133,1052,394,658,26
西粟倉村,1398,651,747,1392,647,745,178,86,92,725,360,365,495,205,290,251,83,168,6
久米南町,4530,2173,2357,4493,2162,2331,398,194,204,2098,1068,1030,2034,911,1123,1156,478,678,37
美咲町,13053,6230,6823,12978,6218,6760,1423,726,697,6205,3194,3011,5421,2306,3115,2998,1091,1907,75
吉備中央町,10886,5275,5611,10658,5209,5449,962,509,453,5377,2828,2549,4529,1923,2606,2562,924,1638,228
