市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
和歌山市,356729,167947,188782,352193,166025,186168,42340,21601,20739,201722,98698,103024,109950,45956,63994,58777,22470,36307,3045
海南市,48369,22548,25821,47835,22335,25500,4867,2466,2401,25370,12413,12957,17720,7468,10252,9694,3716,5978,256
橋本市,60818,28621,32197,60238,28359,31879,6957,3543,3414,33405,16002,17403,20116,8865,11251,10077,4024,6053,313
有田市,26538,12576,13962,26242,12441,13801,2769,1436,1333,14289,7104,7185,9270,3925,5345,4831,1811,3020,137
御坊市,23481,11404,12077,22999,11178,11821,2496,1282,1214,13155,6755,6400,7333,3077,4256,3834,1439,2395,163
田辺市,69870,32790,37080,68975,32434,36541,7944,3965,3979,37608,18503,19105,23429,9884,13545,12846,4883,7963,252
新宮市,27171,12610,14561,26508,12275,14233,2869,1494,1375,13339,6465,6874,10111,4133,5978,5576,2046,3530,163
紀の川市,58816,27815,31001,58120,27475,30645,6553,3293,3260,32440,15918,16522,19449,8427,11022,9849,3806,6043,397
岩出市,53967,25969,27998,52937,25413,27524,7295,3831,3464,32952,15977,16975,12849,5651,7198,5979,2419,3560,383
紀美野町,8256,3796,4460,8221,3780,4441,585,299,286,3662,1848,1814,4009,1649,2360,2290,835,1455,35
かつらぎ町,15967,7428,8539,15864,7381,8483,1643,829,814,7867,3934,3933,6425,2644,3781,3589,1304,2285,77
九度山町,3856,1782,2074,3850,1780,2070,286,149,137,1773,855,918,1792,774,1018,1032,402,630,4
高野町,2970,1499,1471,2936,1481,1455,227,127,100,1502,863,639,1220,493,727,714,257,457,29
湯浅町,11122,5196,5926,11018,5142,5876,1185,615,570,5766,2830,2936,4089,1703,2386,2095,776,1319,37
広川町,6781,3195,3586,6717,3150,3567,818,425,393,3521,1724,1797,2413,1025,1388,1206,455,751,44
有田川町,25258,11953,13305,25167,11910,13257,3273,1665,1608,13621,6713,6908,8325,3547,4778,4693,1773,2920,76
美浜町,6867,3217,3650,6831,3205,3626,690,343,347,3590,1800,1790,2566,1059,1507,1391,523,868,29
日高町,7673,3657,4016,7644,3646,3998,1197,641,556,4135,2019,2116,2317,983,1334,1244,449,795,17
由良町,5364,2685,2679,5314,2647,2667,500,265,235,2724,1474,1250,2088,901,1187,1074,394,680,37
印南町,7720,3660,4060,7684,3640,4044,942,477,465,3910,1922,1988,2855,1248,1607,1468,572,896,32
みなべ町,11818,5608,6210,11710,5568,6142,1427,728,699,6413,3154,3259,3929,1694,2235,2055,805,1250,77
日高川町,9219,4449,4770,9185,4427,4758,1093,565,528,4737,2475,2262,3388,1409,1979,1877,681,1196,33
白浜町,20262,9440,10822,19989,9314,10675,1940,973,967,10121,5031,5090,8017,3321,4696,4497,1697,2800,145
上富田町,15236,7246,7990,15095,7184,7911,2148,1123,1025,8838,4302,4536,4112,1756,2356,1988,761,1227,38
すさみ町,3685,1747,1938,3649,1723,1926,301,167,134,1568,830,738,1795,737,1058,1100,391,709,22
那智勝浦町,14137,6531,7606,14016,6491,7525,1351,698,653,6556,3251,3305,6200,2561,3639,3455,1261,2194,107
太地町,2791,1229,1562,2779,1226,1553,202,101,101,1335,624,711,1251,503,748,727,252,475,10
古座川町,2480,1130,1350,2468,1129,1339,184,106,78,926,482,444,1370,542,828,852,299,553,12
北山村,404,183,221,404,183,221,40,14,26,182,103,79,182,66,116,128,35,93,0
串本町,14959,7140,7819,14820,7074,7746,1238,663,575,6677,3446,3231,6930,2953,3977,3738,1423,2315,59
