市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
山形市,247590,119001,128589,244115,117270,126845,29120,14928,14192,140796,69625,71171,72341,31371,40970,38305,15038,23267,1156
米沢市,81252,40258,40994,80502,39940,40562,8881,4525,4356,46225,24293,21932,25259,10739,14520,13516,4965,8551,737
鶴岡市,122347,58626,63721,120978,58003,62975,13441,6816,6625,65098,33248,31850,43003,18075,24928,23042,8315,14727,635
酒田市,100273,47838,52435,99235,47475,51760,10305,5227,5078,53031,26996,26035,36091,15193,20898,18951,6902,12049,503
新庄市,34432,16446,17986,33900,16291,17609,3863,1956,1907,18944,9547,9397,11370,4786,6584,5978,2231,3747,361
寒河江市,40189,19529,20660,39697,19368,20329,5040,2627,2413,22051,11139,10912,12859,5640,7219,6819,2632,4187,345
上山市,29110,13909,15201,28782,13771,15011,2712,1371,1341,14828,7467,7361,11386,4970,6416,6009,2306,3703,147
村山市,22516,10937,11579,22331,10906,11425,2193,1148,1045,11389,5785,5604,8903,3981,4922,4868,1888,2980,180
長井市,26543,12953,13590,26167,12794,13373,2897,1493,1404,13989,7210,6779,9449,4096,5353,5166,1989,3177,340
天童市,62140,30222,31918,61600,29948,31652,8060,4197,3863,35110,17581,17529,18761,8309,10452,9614,3823,5791,531
東根市,47682,23525,24157,47307,23408,23899,6548,3348,3200,27344,14086,13258,13441,5850,7591,7212,2764,4448,322
尾花沢市,14971,7320,7651,14890,7312,7578,1459,769,690,7278,3777,3501,6232,2773,3459,3350,1268,2082,80
南陽市,30420,14652,15768,30131,14540,15591,3516,1797,1719,16493,8346,8147,10339,4453,5886,5443,2047,3396,269
山辺町,13725,6603,7122,13678,6590,7088,1626,848,778,7372,3660,3712,4715,2091,2624,2439,982,1457,47
中山町,10746,5251,5495,10689,5227,5462,1132,583,549,5779,2967,2812,3835,1701,2134,1957,782,1175,57
河北町,17641,8528,9113,17454,8456,8998,1908,993,915,9078,4582,4496,6639,2943,3696,3525,1366,2159,181
西川町,4956,2387,2569,4914,2382,2532,425,216,209,2265,1142,1123,2262,1026,1236,1268,513,755,42
朝日町,6366,3150,3216,6314,3139,3175,561,296,265,2976,1561,1415,2828,1292,1536,1594,637,957,52
大江町,7646,3797,3849,7559,3744,3815,761,422,339,3850,1999,1851,3035,1376,1659,1619,615,1004,87
大石田町,6577,3213,3364,6499,3208,3291,603,311,292,3342,1715,1627,2632,1187,1445,1353,521,832,78
金山町,5071,2466,2605,5014,2464,2550,547,278,269,2646,1358,1288,1878,830,1048,970,356,614,57
最上町,8080,3913,4167,7998,3909,4089,838,424,414,3982,2042,1940,3260,1447,1813,1680,627,1053,82
舟形町,5007,2420,2587,4974,2420,2554,483,260,223,2421,1253,1168,2103,907,1196,1128,396,732,33
真室川町,7203,3408,3795,7168,3390,3778,689,345,344,3508,1782,1726,3006,1281,1725,1621,592,1029,35
大蔵村,3028,1498,1530,3012,1497,1515,335,171,164,1505,795,710,1188,532,656,647,245,402,16
鮭川村,3902,1887,2015,3876,1885,1991,380,200,180,1942,999,943,1580,688,892,813,299,514,26
戸沢村,4199,1987,2212,4139,1978,2161,367,175,192,2128,1084,1044,1704,728,976,899,302,597,60
高畠町,22463,10950,11513,22264,10863,11401,2709,1407,1302,12134,6172,5962,7597,3355,4242,3908,1497,2411,196
川西町,14558,7101,7457,14477,7082,7395,1497,723,774,7370,3897,3473,5682,2475,3207,2991,1069,1922,68
小国町,7107,3573,3534,7047,3533,3514,688,338,350,3527,1956,1571,2882,1273,1609,1625,636,989,56
白鷹町,12890,6357,6533,12769,6314,6455,1382,745,637,6515,3334,3181,4990,2276,2714,2588,1032,1556,121
飯豊町,6613,3214,3399,6563,3199,3364,755,401,354,3300,1703,1597,2555,1108,1447,1362,486,876,48
三川町,7601,3694,3907,7566,3680,3886,994,539,455,3929,2032,1897,2664,1115,1549,1437,491,946,30
庄内町,20151,9636,10515,20041,9599,10442,2161,1103,1058,10362,5305,5057,7578,3199,4379,4057,1484,2573,106
遊佐町,13032,6189,6843,12967,6157,6810,1210,611,599,6312,3254,3058,5507,2322,3185,2882,1022,1860,65
