市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
北名古屋市,86385,43041,43344,83633,41752,41881,12192,6250,5942,52510,27184,25326,20797,9236,11561,11133,4823,6310,1950
弥富市,43025,21465,21560,40802,20184,20618,5294,2675,2619,25765,13413,12352,11260,4969,6291,5904,2481,3423,1521
みよし市,61952,32105,29847,58362,30319,28043,8981,4653,4328,40028,21269,18759,11234,5352,5882,5483,2504,2979,2026
あま市,86126,42561,43565,83979,41431,42548,11511,5922,5589,51573,26360,25213,23031,10271,12760,11983,5259,6724,2048
長久手市,60162,29144,31018,55657,27031,28626,10084,5092,4992,36234,17736,18498,9840,4401,5439,4788,2011,2777,737
東郷町,43903,21931,21972,42122,21070,21052,6537,3331,3206,26144,13459,12685,10206,4567,5639,5190,2259,2931,1220
豊山町,15613,7937,7676,14728,7551,7177,2285,1165,1120,8756,4557,4199,3444,1550,1894,1756,762,994,430
大口町,24305,12261,12044,23585,11938,11647,3456,1808,1648,13797,7127,6670,5769,2598,3171,3090,1336,1754,608
扶桑町,34133,16839,17294,33289,16440,16849,4616,2322,2294,20033,10272,9761,8992,3997,4995,4842,2114,2728,424
大治町,32399,16304,16095,30915,15594,15321,4890,2471,2419,19868,10310,9558,6667,3062,3605,3276,1461,1815,696
蟹江町,37338,18428,18910,35190,17330,17860,4552,2354,2198,22565,11421,11144,9473,4220,5253,4826,2001,2825,1415
飛島村,4575,2251,2324,4328,2096,2232,647,334,313,2504,1301,1203,1419,611,808,742,280,462,246
阿久比町,28383,13965,14418,27890,13710,14180,4817,2490,2327,15837,8010,7827,7513,3334,4179,3891,1645,2246,305
東浦町,49596,24726,24870,47856,23842,24014,6701,3396,3305,29566,15315,14251,12836,5803,7033,6546,2846,3700,1314
南知多町,16617,8079,8538,16196,7875,8321,1471,740,731,8614,4455,4159,6451,2835,3616,3415,1326,2089,389
美浜町,22496,11213,11283,21975,10909,11066,2216,1190,1026,12971,6642,6329,6820,3067,3753,3493,1428,2065,306
武豊町,43535,22116,21419,41900,21162,20738,5869,2976,2893,26033,13787,12246,10795,4843,5952,5427,2328,3099,1109
幸田町,42449,21504,20945,41137,20822,20315,6979,3575,3404,26024,13581,12443,9198,4184,5014,4370,1795,2575,1233
設楽町,4437,2165,2272,4394,2134,2260,328,169,159,1828,979,849,2263,999,1264,1363,537,826,26
東栄町,2942,1417,1525,2925,1409,1516,256,146,110,1176,611,565,1490,640,850,881,318,563,17
豊根村,1017,482,535,997,474,523,80,39,41,404,213,191,533,230,303,311,115,196,20
所属未定地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
