市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
名古屋市,2332176,1146669,1185507,2184995,1074998,1109997,275484,140965,134519,1388348,704963,683385,566154,247113,319041,298183,117570,180613,69501
豊橋市,371920,186160,185760,350303,174992,175311,48558,24797,23761,221467,115065,106402,95757,42579,53178,47980,19550,28430,16916
岡崎市,384654,193719,190935,368415,186304,182111,54174,27921,26253,234846,122478,112368,89678,40722,48956,42964,18003,24961,10887
一宮市,380073,184934,195139,368050,178865,189185,48805,25082,23723,221207,110247,110960,102543,45158,57385,54198,22556,31642,5774
瀬戸市,127792,62586,65206,122745,60186,62559,15806,8102,7704,72686,37131,35555,38195,16895,21300,20090,8461,11629,3971
半田市,117884,59364,58520,112672,56564,56108,15247,7923,7324,72492,37631,34861,28591,12861,15730,14467,6000,8467,3862
春日井市,308681,152320,156361,297652,146989,150663,40928,20884,20044,182975,93376,89599,79532,35534,43998,41392,17815,23577,6657
豊川市,184661,91964,92697,177239,88142,89097,25338,12869,12469,109442,56579,52863,48237,21418,26819,24529,10163,14366,6115
津島市,60942,29664,31278,59227,28873,30354,6588,3450,3138,35520,18011,17509,18299,7923,10376,9800,3947,5853,1347
碧南市,72458,37286,35172,66802,34189,32613,9872,5120,4752,44522,23870,20652,17247,7753,9494,8850,3550,5300,5045
刈谷市,153834,80203,73631,147066,76934,70132,20887,10725,10162,96421,52206,44215,31028,14212,16816,15141,6436,8705,4708
豊田市,422330,220716,201614,400702,209599,191103,56365,28893,27472,261645,142113,119532,97411,45347,52064,45781,20247,25534,15974
安城市,187990,96093,91897,179259,91832,87427,27665,14261,13404,119010,63087,55923,39497,17926,21571,19143,8040,11103,7101
西尾市,169046,85594,83452,159336,80273,79063,23576,12041,11535,100848,53218,47630,43373,19548,23825,21591,8814,12777,8909
蒲郡市,79538,39336,40202,75822,37637,38185,9583,5079,4504,45717,23674,22043,23404,10177,13227,12717,5091,7626,3025
犬山市,73090,36240,36850,70376,34728,35648,8825,4465,4360,42172,21793,20379,21416,9523,11893,11321,4907,6414,2218
常滑市,58710,28575,30135,56500,27576,28924,8495,4346,4149,34460,17309,17151,14737,6465,8272,7948,3183,4765,1273
江南市,98255,47920,50335,93572,45917,47655,11679,5934,5745,54529,27172,27357,26630,11870,14760,13857,5922,7935,1544
小牧市,148831,75290,73541,138972,70448,68524,19321,9824,9497,91387,47984,43403,37160,16886,20274,18565,8087,10478,9011
稲沢市,134751,66415,68336,130832,64421,66411,17241,8850,8391,79173,40220,38953,37287,16845,20442,18965,8117,10848,3083
新城市,44355,22002,22353,43264,21444,21820,4732,2444,2288,23319,12073,11246,16032,7295,8737,8350,3427,4923,885
東海市,113787,59158,54629,110079,57405,52674,16453,8563,7890,69809,37949,31860,25005,11383,13622,12947,5503,7444,1753
大府市,93123,47374,45749,88574,44869,43705,14194,7166,7028,57143,30072,27071,19927,9047,10880,10261,4419,5842,2611
知多市,84364,42346,42018,81839,41183,40656,10966,5760,5206,49179,25403,23776,23461,10791,12670,11785,5275,6510,1902
知立市,72193,38127,34066,66343,35064,31279,9755,5139,4616,46716,25555,21161,14360,6598,7762,7233,3075,4158,4729
尾張旭市,83144,40453,42691,81078,39479,41599,11404,5812,5592,49283,24530,24753,21475,9551,11924,11085,4750,6335,1309
高浜市,46106,23790,22316,42490,21935,20555,6997,3580,3417,29738,15949,13789,8896,3998,4898,4488,1800,2688,3290
岩倉市,47983,23866,24117,44522,22176,22346,5890,2995,2895,28702,14734,13968,11995,5412,6583,6150,2634,3516,2321
豊明市,69295,35061,34234,65397,32946,32451,8577,4493,4084,41574,21736,19838,18123,8230,9893,9482,4100,5382,3021
日進市,91520,45149,46371,89895,44286,45609,13492,6911,6581,51836,25798,26038,18044,8005,10039,9529,4078,5451,1396
田原市,59360,30138,29222,57899,29622,28277,7422,3830,3592,33453,17679,15774,16698,7533,9165,8404,3335,5069,1152
愛西市,60829,29536,31293,59796,29057,30739,6865,3429,3436,34544,17300,17244,19192,8680,10512,10166,4440,5726,838
清須市,67352,33520,33832,61185,30723,30462,8696,4454,4242,36320,18457,17863,15188,6764,8424,7742,3222,4520,1201
