市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
静岡市,693389,337812,355577,676457,329508,346949,78274,40321,37953,395897,200965,194932,209628,91095,118533,111391,44246,67145,9764
浜松市,790718,392900,397818,764849,380278,384571,101461,52415,49046,457684,235578,222106,220925,98712,122213,115331,47046,68285,22368
沼津市,189386,93046,96340,183966,90388,93578,19162,9690,9472,107423,55661,51762,60488,26398,34090,31773,12530,19243,4042
熱海市,34208,15438,18770,33383,15084,18299,1993,1008,985,15252,7445,7807,16376,6658,9718,9544,3508,6036,494
三島市,107783,52421,55362,105537,51387,54150,13054,6665,6389,61582,31152,30430,31677,13910,17767,16327,6675,9652,1192
富士宮市,128105,63364,64741,125528,62020,63508,15768,8111,7657,73531,38055,35476,37925,16656,21269,18709,7497,11212,1914
伊東市,65491,30668,34823,64442,30242,34200,5503,2835,2668,30839,15256,15583,27965,12019,15946,15093,6002,9091,494
島田市,95719,46725,48994,94095,46026,48069,12022,6104,5918,53013,26955,26058,30176,13347,16829,15877,6399,9478,1306
富士市,245392,120694,124698,239087,117801,121286,30431,15511,14920,143917,73864,70053,69314,30522,38792,35530,14127,21403,4998
磐田市,166672,83980,82692,157073,78871,78202,21544,11040,10504,94843,49623,45220,47581,21710,25871,23393,9792,13601,7346
焼津市,136845,66952,69893,131992,64679,67313,16571,8546,8025,78621,39991,38630,40865,18017,22848,20998,8668,12330,4355
掛川市,114954,57655,57299,110464,55464,55000,15655,8010,7645,66367,34432,31935,32043,14668,17375,15638,6374,9264,4090
藤枝市,141342,68793,72549,139161,67796,71365,18165,9211,8954,79594,39960,39634,42602,19133,23469,21481,9159,12322,1618
御殿場市,86614,44454,42160,84088,43270,40818,11327,5732,5595,52570,28596,23974,22176,9788,12388,11388,4549,6839,2100
袋井市,87864,44534,43330,82773,41950,40823,12764,6637,6127,52796,27597,25199,21310,9796,11514,10150,4144,6006,4336
下田市,20183,9675,10508,19971,9593,10378,1684,862,822,9887,5165,4722,8535,3598,4937,4697,1780,2917,173
裾野市,50911,25773,25138,49896,25271,24625,6853,3436,3417,30028,15964,14064,13667,6205,7462,6641,2805,3836,712
湖西市,57885,29625,28260,54565,27790,26775,6973,3570,3403,34646,18565,16081,16070,7394,8676,7829,3308,4521,3284
伊豆市,28190,13342,14848,27992,13281,14711,2328,1152,1176,13861,6961,6900,11999,5227,6772,6437,2502,3935,197
御前崎市,31103,15803,15300,29928,15225,14703,3673,1869,1804,17564,9401,8163,9537,4309,5228,4652,1825,2827,914
菊川市,47789,24173,23616,44020,22263,21757,6711,3382,3329,27785,14609,13176,12864,5923,6941,6191,2571,3620,3473
伊豆の国市,46804,22459,24345,45977,22033,23944,5328,2739,2589,25354,12635,12719,15750,6852,8898,8101,3213,4888,554
牧之原市,43502,21414,22088,41325,20296,21029,5064,2572,2492,24348,12643,11705,13834,6071,7763,7030,2696,4334,1968
東伊豆町,11488,5440,6048,11348,5402,5946,774,356,418,5189,2630,2559,5516,2448,3068,3007,1219,1788,140
河津町,6870,3317,3553,6826,3302,3524,644,325,319,3266,1661,1605,2960,1331,1629,1572,644,928,44
南伊豆町,7877,3722,4155,7829,3705,4124,659,309,350,3339,1721,1618,3873,1689,2184,2047,785,1262,45
松崎町,6038,2837,3201,6016,2831,3185,463,245,218,2620,1325,1295,2948,1260,1688,1644,639,1005,21
西伊豆町,7090,3352,3738,6996,3311,3685,435,217,218,2972,1540,1432,3654,1579,2075,2019,810,1209,88
函南町,36794,17916,18878,36503,17766,18737,4286,2219,2067,20397,10289,10108,12069,5378,6691,6132,2537,3595,282
清水町,31710,15388,16322,30294,14676,15618,4012,2135,1877,19101,9476,9625,8285,3591,4694,4480,1828,2652,1154
長泉町,43336,21434,21902,42629,21103,21526,6880,3496,3384,26520,13525,12995,9556,4228,5328,5120,2099,3021,401
小山町,18568,9845,8723,18372,9769,8603,2165,1101,1064,10794,6282,4512,5569,2424,3145,2921,1098,1823,196
吉田町,28919,14413,14506,27238,13683,13555,3689,1900,1789,17590,9118,8472,7468,3303,4165,3643,1422,2221,1555
川根本町,6206,3055,3151,6119,3034,3085,403,201,202,2727,1484,1243,3076,1370,1706,1892,747,1145,87
森町,17457,8699,8758,17078,8460,8618,2005,1056,949,9341,4859,4482,6001,2712,3289,3129,1237,1892,341
