市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
福井市,262328,127867,134461,255176,124372,130804,33046,17092,15954,148658,75252,73406,75805,32656,43149,39768,15591,24177,3879
敦賀市,64264,31785,32479,62655,31094,31561,8110,4160,3950,36222,18717,17505,18473,8056,10417,9260,3558,5702,734
小浜市,28991,14317,14674,27905,13830,14075,3479,1799,1680,15326,8067,7259,9278,3964,5314,5009,1834,3175,278
大野市,31286,14997,16289,30786,14838,15948,3346,1688,1658,16078,8148,7930,11680,5033,6647,6206,2302,3904,469
勝山市,22150,10581,11569,21856,10506,11350,2468,1272,1196,11304,5624,5680,8275,3591,4684,4339,1612,2727,277
鯖江市,68302,33323,34979,67087,32737,34350,9599,4894,4705,39408,19913,19495,18757,8187,10570,9552,3855,5697,787
あわら市,27524,13067,14457,26977,12827,14150,2984,1509,1475,14873,7425,7448,9349,3959,5390,4725,1730,2995,466
越前市,80611,39657,40954,75526,37034,38492,10151,5288,4863,45994,23525,22469,23740,10381,13359,12380,4895,7485,4649
坂井市,88481,42719,45762,86348,41736,44612,11535,5878,5657,50701,25321,25380,25434,11135,14299,12916,5097,7819,1409
永平寺町,18965,9231,9734,18546,9033,9513,2127,1064,1063,10848,5485,5363,5640,2471,3169,3014,1145,1869,236
池田町,2423,1196,1227,2409,1183,1226,195,103,92,1150,620,530,1078,473,605,660,253,407,14
南越前町,10002,4804,5198,9945,4781,5164,1163,626,537,5072,2582,2490,3767,1596,2171,2087,748,1339,57
越前町,20118,9725,10393,19943,9616,10327,2327,1175,1152,10595,5397,5198,7177,3138,4039,3709,1376,2333,174
美浜町,9179,4610,4569,9062,4567,4495,997,536,461,4816,2630,2186,3294,1400,1894,1720,635,1085,70
高浜町,10326,5424,4902,10119,5344,4775,1201,620,581,5571,3111,2460,3285,1449,1836,1740,671,1069,144
おおい町,7910,3968,3942,7834,3957,3877,1088,536,552,4241,2316,1925,2548,1088,1460,1369,498,871,68
若狭町,14003,6702,7301,13894,6640,7254,1728,861,867,7127,3621,3506,5104,2191,2913,2872,1083,1789,85
