市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
新潟市,789275,379741,409534,772337,371024,401313,91023,46594,44429,450987,225131,225856,230990,98975,132015,117387,45017,72370,4672
長岡市,266936,131011,135925,264201,129993,134208,31270,16036,15234,149389,76696,72693,83371,36371,47000,43143,16860,26283,2091
三条市,94642,45815,48827,93563,45265,48298,10607,5410,5197,51991,26450,25541,31258,13604,17654,16261,6299,9962,596
柏崎市,81526,40556,40970,79760,39637,40123,8633,4443,4190,44253,23311,20942,27398,11955,15443,14206,5418,8788,779
新発田市,94927,45963,48964,93973,45581,48392,11067,5710,5357,52607,26905,25702,30646,13027,17619,15614,5736,9878,574
小千谷市,34096,16830,17266,33810,16745,17065,3823,1915,1908,17981,9389,8592,12092,5419,6673,6361,2573,3788,172
加茂市,25441,12406,13035,25324,12354,12970,2407,1229,1178,13607,7037,6570,9356,4087,5269,4813,1893,2920,89
十日町市,49820,24339,25481,49464,24263,25201,5255,2709,2546,24595,12827,11768,19838,8725,11113,10825,4278,6547,276
見附市,39237,19050,20187,38908,18941,19967,4495,2320,2175,21682,10991,10691,12939,5661,7278,6795,2661,4134,230
村上市,57418,27474,29944,57104,27380,29724,5520,2789,2731,29209,15132,14077,22619,9501,13118,12301,4530,7771,312
燕市,77201,37629,39572,76352,37204,39148,8863,4513,4350,43797,22394,21403,24060,10424,13636,12451,4911,7540,456
糸魚川市,40765,20068,20697,40242,19841,20401,4005,2095,1910,20213,10770,9443,16296,7045,9251,9144,3581,5563,361
妙高市,30383,14740,15643,30075,14643,15432,3139,1636,1503,15826,8153,7673,11319,4883,6436,6139,2268,3871,264
五泉市,47625,22890,24735,47129,22783,24346,4857,2512,2345,25570,12989,12581,17143,7352,9791,8801,3300,5501,472
上越市,188047,91929,96118,185027,90696,94331,22044,11322,10722,102314,52708,49606,61460,26748,34712,32056,12239,19817,1507
阿賀野市,40696,19570,21126,40371,19449,20922,4501,2320,2181,22065,11180,10885,14011,5996,8015,7024,2521,4503,240
佐渡市,51492,24881,26611,51208,24797,26411,5143,2709,2434,24279,12668,11611,21927,9415,12512,12636,4696,7940,200
魚沼市,34483,16802,17681,34209,16691,17518,3610,1823,1787,17816,9163,8653,12899,5722,7177,6817,2631,4186,220
南魚沼市,54851,26777,28074,53962,26479,27483,6561,3342,3219,29347,14865,14482,18391,8233,10158,9246,3602,5644,689
胎内市,28509,13959,14550,28219,13802,14417,2968,1533,1435,15165,7884,7281,10262,4474,5788,5326,2027,3299,190
聖籠町,14259,7172,7087,13930,7018,6912,2073,1088,985,8390,4499,3891,3716,1531,2185,1840,619,1221,277
弥彦村,7705,3733,3972,7685,3727,3958,925,466,459,4305,2179,2126,2471,1084,1387,1171,437,734,20
田上町,11227,5395,5832,11183,5375,5808,1019,530,489,5960,3043,2917,4228,1808,2420,2117,778,1339,39
阿賀町,9965,4825,5140,9929,4818,5111,673,365,308,4346,2330,2016,4944,2128,2816,2993,1077,1916,36
出雲崎町,4113,1978,2135,4099,1974,2125,372,171,201,1936,1029,907,1803,776,1027,1029,376,653,14
湯沢町,7767,3946,3821,7640,3894,3746,678,333,345,4012,2143,1869,2958,1389,1569,1511,610,901,111
津南町,8989,4322,4667,8886,4311,4575,882,455,427,4273,2217,2056,3767,1635,2132,2243,846,1397,103
刈羽村,4380,2244,2136,4353,2228,2125,558,283,275,2379,1281,1098,1408,649,759,665,268,397,14
関川村,5144,2444,2700,5122,2439,2683,467,234,233,2458,1291,1167,2219,919,1300,1285,447,838,22
粟島浦村,353,181,172,351,181,170,42,17,25,165,97,68,146,67,79,87,32,55,2
