市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
つくばみらい市,49872,24895,24977,47623,23781,23842,7350,3798,3552,27180,13914,13266,13152,5988,7164,6206,2722,3484,424
小美玉市,48870,24591,24279,47248,23701,23547,5631,2866,2765,28053,14738,13315,14724,6729,7995,7184,3000,4184,1300
茨城町,31401,15563,15838,30780,15216,15564,3271,1716,1555,17040,8870,8170,10983,4920,6063,5431,2189,3242,547
大洗町,15715,7789,7926,14894,7372,7522,1538,780,758,8766,4650,4116,5225,2248,2977,2644,1002,1642,704
城里町,18097,8913,9184,18027,8892,9135,1559,834,725,9746,4949,4797,6774,3119,3655,3388,1353,2035,66
東海村,37891,19240,18651,37289,18898,18391,5399,2816,2583,22581,11874,10707,9517,4307,5210,5115,2290,2825,285
大子町,15736,7692,8044,15654,7669,7985,1183,628,555,7262,3810,3452,7266,3243,4023,3935,1527,2408,82
美浦村,14602,7479,7123,14283,7345,6938,1472,764,708,8425,4597,3828,4677,2108,2569,2258,905,1353,303
阿見町,48553,24237,24316,46989,23468,23521,5983,3067,2916,28352,14624,13728,13360,6018,7342,6370,2638,3732,865
河内町,8231,4051,4180,8124,4007,4117,589,303,286,4409,2299,2110,3227,1445,1782,1722,671,1051,107
八千代町,21026,10991,10035,19907,10075,9832,2369,1238,1131,12114,6723,5391,6459,2966,3493,3030,1231,1799,1073
五霞町,8093,4066,4027,7948,3986,3962,730,379,351,4544,2341,2203,2732,1325,1407,1137,482,655,145
境町,24201,12274,11927,23274,11721,11553,2912,1434,1478,14152,7531,6621,7018,3225,3793,3230,1346,1884,896
利根町,15340,7482,7858,15099,7365,7734,1196,603,593,7227,3725,3502,6903,3148,3755,3255,1496,1759,240
