市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
神戸市,1525152,716452,808700,1402061,654287,747774,171315,87893,83422,843645,403562,440083,419161,178066,241095,217966,84147,133819,33009
姫路市,530495,256616,273879,516789,249848,266941,69356,35490,33866,310280,155233,155047,142411,60919,81492,73019,28314,44705,10045
尼崎市,459593,222293,237300,407327,196102,211225,47978,24690,23288,246316,121181,125135,120113,51240,68873,63387,24984,38403,8420
明石市,303601,146746,156855,295326,142096,153230,41155,21041,20114,177638,88285,89353,79617,34406,45211,40842,16145,24697,3356
西宮市,485587,226105,259482,472036,220126,251910,64958,33125,31833,293519,138943,154576,115944,48968,66976,59203,23003,36200,6104
洲本市,41236,19635,21601,40665,19343,21322,4339,2274,2065,21327,10544,10783,15169,6580,8589,7876,3050,4826,284
芦屋市,93922,42008,51914,91172,40724,50448,11455,5816,5639,52989,24085,28904,27654,11339,16315,14644,5533,9111,1441
伊丹市,198138,95630,102508,195319,94268,101051,27159,13830,13329,119497,59705,59792,51476,22091,29385,27080,10923,16157,2802
相生市,28355,13592,14763,27903,13348,14555,3238,1660,1578,14479,7356,7123,10414,4440,5974,5608,2174,3434,400
豊岡市,77489,37303,40186,76516,36888,39628,9482,4846,4636,41006,20772,20234,26522,11385,15137,14343,5527,8816,633
加古川市,260878,127473,133405,255588,124970,130618,32871,16848,16023,151933,76621,75312,72332,32198,40134,35480,14903,20577,2520
赤穂市,45892,22095,23797,45210,21733,23477,5217,2727,2490,25047,12547,12500,15093,6501,8592,7845,3039,4806,352
西脇市,38673,18540,20133,37647,18016,19631,4568,2392,2176,20732,10412,10320,12974,5507,7467,7175,2767,4408,662
宝塚市,226432,103655,122777,223032,102156,120876,29195,14803,14392,129846,60273,69573,63689,26801,36888,33622,13369,20253,2535
三木市,75294,36259,39035,73407,35241,38166,8230,4198,4032,40261,20050,20211,26408,11759,14649,13703,5834,7869,1650
高砂市,87722,42379,45343,86145,41630,44515,11169,5591,5578,50316,25176,25140,25596,11297,14299,12317,5009,7308,1080
川西市,152321,71289,81032,151029,70639,80390,18392,9463,8929,84625,40407,44218,49188,21364,27824,27728,11698,16030,1182
小野市,47562,23232,24330,46502,22670,23832,6325,3333,2992,27104,13641,13463,13844,6107,7737,7012,2849,4163,828
三田市,109238,52322,56916,108024,51728,56296,13945,7207,6738,65910,31508,34402,28853,13321,15532,12713,5106,7607,776
加西市,42700,21077,21623,41399,20365,21034,4596,2335,2261,23521,12202,11319,14366,6371,7995,7286,2887,4399,1269
丹波篠山市,39611,18811,20800,38570,18445,20125,4470,2288,2182,20427,10001,10426,13862,6068,7794,7254,2780,4474,762
養父市,22129,10623,11506,22006,10587,11419,2447,1285,1162,10876,5480,5396,8750,3823,4927,4859,1923,2936,106
丹波市,61471,29464,32007,60447,28928,31519,7433,3775,3658,32235,16165,16070,21535,9349,12186,11559,4454,7105,928
南あわじ市,44137,21114,23023,43424,20832,22592,5190,2635,2555,22362,11152,11210,15956,7000,8956,8335,3299,5036,355
朝来市,28989,13893,15096,28614,13773,14841,3394,1738,1656,14817,7457,7360,10351,4431,5920,5661,2111,3550,323
淡路市,41967,19872,22095,41488,19649,21839,4495,2242,2253,20946,10380,10566,16265,7103,9162,8924,3441,5483,302
宍粟市,34819,16635,18184,34552,16549,18003,4000,2084,1916,18121,9060,9061,12648,5460,7188,6451,2445,4006,236
加東市,40645,19956,20689,38177,18759,19418,5119,2569,2550,23844,12124,11720,10757,4785,5972,5523,2216,3307,1726
たつの市,74316,35918,38398,72643,35063,37580,8995,4669,4326,40382,20156,20226,22963,9937,13026,11365,4452,6913,499
猪名川町,29680,13975,15705,29491,13894,15597,3839,1954,1885,16422,7769,8653,9411,4247,5164,4521,1881,2640,189
多可町,19261,9311,9950,18977,9117,9860,1951,1004,947,9809,5001,4808,7306,3204,4102,4081,1632,2449,283
稲美町,30268,14775,15493,29785,14500,15285,3820,2002,1818,16615,8345,8270,9716,4349,5367,4644,2011,2633,405
播磨町,33604,16332,17272,32868,15928,16940,4785,2435,2350,19308,9654,9654,9160,4062,5098,4529,1958,2571,466
市川町,11231,5482,5749,11082,5396,5686,1124,572,552,5894,2975,2919,4184,1919,2265,2109,879,1230,129
福崎町,19377,9461,9916,18514,9101,9413,2442,1249,1193,10516,5214,5302,5454,2365,3089,2747,1120,1627,445
神河町,10616,4958,5658,10553,4936,5617,1151,564,587,5399,2638,2761,4055,1747,2308,2207,820,1387,62
太子町,33477,16253,17224,33011,16025,16986,4844,2539,2305,19172,9485,9687,9045,4016,5029,4317,1854,2463,231
上郡町,13879,6717,7162,13760,6654,7106,1239,669,570,6882,3497,3385,5454,2395,3059,2704,1066,1638,119
佐用町,15863,7567,8296,15712,7497,8215,1462,753,709,7533,3868,3665,6853,2934,3919,3812,1388,2424,143
香美町,16064,7636,8428,15965,7623,8342,1661,840,821,7870,4035,3835,6530,2759,3771,3732,1379,2353,99
新温泉町,13318,6302,7016,13191,6256,6935,1401,714,687,6442,3311,3131,5464,2270,3194,2987,1079,1908,124
