市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
奈良市,354630,164846,189784,346733,160779,185954,39706,20229,19477,197673,93359,104314,110212,47204,63008,57745,23238,34507,3047
大和高田市,61744,28981,32763,60995,28659,32336,5978,3044,2934,35924,17354,18570,19318,8376,10942,9788,3939,5849,532
大和郡山市,83285,39249,44036,82022,38641,43381,9044,4573,4471,45680,22270,23410,27301,11810,15491,14156,5768,8388,666
天理市,63889,31275,32614,62432,30528,31904,7701,3964,3737,38373,19405,18968,16877,7419,9458,8727,3532,5195,740
橿原市,120922,57336,63586,118165,55849,62316,14419,7355,7064,69671,33603,36068,34502,15062,19440,17774,7385,10389,904
桜井市,54857,25909,28948,53981,25516,28465,6330,3211,3119,30665,14902,15763,17491,7629,9862,8969,3578,5391,597
五條市,27927,13180,14747,27640,13071,14569,2049,992,1057,13295,6584,6711,10360,4452,5908,5489,2057,3432,280
御所市,24096,11122,12974,23764,11010,12754,1843,935,908,12075,5896,6179,10102,4262,5840,5593,2134,3459,266
生駒市,116675,55107,61568,114942,54229,60713,16057,8227,7830,66351,31611,34740,33430,14818,18612,16599,7157,9442,1213
香芝市,78113,36925,41188,76817,36372,40445,11918,6017,5901,46856,22398,24458,18430,8119,10311,9231,3935,5296,508
葛城市,36832,17526,19306,36460,17306,19154,5610,2898,2712,20796,10019,10777,10338,4556,5782,5134,2145,2989,349
宇陀市,28121,13374,14747,27833,13257,14576,2481,1288,1193,13770,6814,6956,11793,5234,6559,6000,2409,3591,238
山添村,3226,1543,1683,3185,1524,1661,255,132,123,1401,721,680,1557,685,872,784,299,485,34
平群町,18009,8446,9563,17882,8385,9497,1815,938,877,9177,4386,4791,6968,3096,3872,3738,1626,2112,99
三郷町,23219,10877,12342,23002,10781,12221,2785,1427,1358,12779,6207,6572,7530,3172,4358,4053,1641,2412,148
斑鳩町,27587,12979,14608,27322,12855,14467,3831,1949,1882,15222,7301,7921,8393,3671,4722,4408,1877,2531,181
安堵町,7225,3387,3838,7005,3300,3705,650,322,328,3966,1940,2026,2544,1088,1456,1259,475,784,203
川西町,8167,3944,4223,7998,3838,4160,978,509,469,4360,2145,2215,2809,1274,1535,1435,644,791,157
三宅町,6439,3049,3390,6354,3010,3344,632,311,321,3475,1702,1773,2330,1035,1295,1242,535,707,83
田原本町,31177,14870,16307,30885,14730,16155,3677,1891,1786,17273,8422,8851,9959,4395,5564,5145,2125,3020,208
曽爾村,1295,595,700,1280,586,694,85,40,45,542,269,273,668,286,382,368,140,228,15
御杖村,1479,694,785,1470,688,782,50,24,26,534,291,243,891,377,514,557,210,347,9
高取町,6729,3139,3590,6699,3133,3566,610,301,309,3304,1636,1668,2782,1189,1593,1544,582,962,9
明日香村,5179,2439,2740,5154,2427,2727,526,268,258,2517,1243,1274,2131,926,1205,1103,420,683,15
上牧町,21714,10117,11597,21577,10053,11524,2105,1069,1036,11826,5753,6073,7783,3295,4488,4133,1634,2499,137
王寺町,24043,11375,12668,23647,11161,12486,3507,1839,1668,13527,6369,7158,6735,3002,3733,3357,1441,1916,195
広陵町,33810,16045,17765,33517,15897,17620,4980,2503,2477,19828,9473,10355,8849,4010,4839,4099,1731,2368,178
河合町,17018,7918,9100,16887,7849,9038,1714,903,811,8648,4134,4514,6574,2826,3748,3533,1499,2034,111
吉野町,6229,2840,3389,6164,2797,3367,373,194,179,2620,1251,1369,3236,1395,1841,1783,691,1092,65
大淀町,16728,7936,8792,16479,7827,8652,1641,854,787,9261,4580,4681,5784,2492,3292,2846,1087,1759,207
下市町,5037,2356,2681,5000,2342,2658,325,182,143,2353,1155,1198,2359,1019,1340,1373,524,849,37
黒滝村,623,296,327,617,292,325,43,23,20,236,122,114,344,151,193,189,76,113,6
天川村,1176,567,609,1175,566,609,96,56,40,482,257,225,598,254,344,329,123,206,1
野迫川村,357,176,181,351,171,180,12,9,3,164,95,69,180,72,108,117,40,77,6
十津川村,3061,1663,1398,3043,1651,1392,230,118,112,1526,967,559,1305,578,727,775,296,479,18
下北山村,753,361,392,746,356,390,53,30,23,334,178,156,366,153,213,217,75,142,7
上北山村,444,227,217,443,226,217,15,10,5,199,112,87,230,105,125,146,59,87,1
川上村,1156,554,602,1143,544,599,69,33,36,444,243,201,642,277,365,408,152,256,13
東吉野村,1502,703,799,1480,702,778,78,47,31,548,274,274,875,381,494,513,201,312,22
