市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
広島市,1200754,579415,621339,1159414,559326,600088,158290,80812,77478,706497,349371,357126,300882,130009,170873,151253,59360,91893,17500
呉市,214592,103816,110776,210692,101713,108979,23037,11704,11333,114245,59028,55217,75706,32156,43550,41692,16083,25609,3022
竹原市,23993,11434,12559,23661,11266,12395,2126,1074,1052,11643,5953,5690,10082,4316,5766,5597,2125,3472,228
三原市,90573,43155,47418,88139,41925,46214,10438,5431,5007,47477,23755,23722,32182,13705,18477,17130,6496,10634,2130
尾道市,131170,63468,67702,127797,61021,66776,14313,7337,6976,68334,35201,33133,47641,20352,27289,25780,9858,15922,2718
福山市,460930,224246,236684,446471,216471,230000,60655,31047,29608,260383,131056,129327,132167,57503,74664,67599,26647,40952,8231
府中市,37655,18115,19540,37039,17797,19242,3922,2039,1883,19284,9941,9343,14371,6097,8274,7903,3071,4832,562
三次市,50681,24220,26461,49622,23670,25952,5947,3045,2902,25685,13083,12602,18437,7715,10722,10246,3668,6578,628
庄原市,33633,16014,17619,33126,15782,17344,3438,1744,1694,15411,8010,7401,14579,6138,8441,8445,3059,5386,400
大竹市,26319,12820,13499,25944,12609,13335,2859,1474,1385,13975,7270,6705,9406,4021,5385,5128,1976,3152,320
東広島市,196608,99690,96918,185140,94175,90965,26734,13759,12975,118251,62572,55679,45736,20250,25486,22700,9149,13551,6626
廿日市市,114173,54393,59780,112237,53425,58812,14927,7712,7215,63443,30726,32717,34962,15448,19514,17121,6896,10225,1244
安芸高田市,26448,12614,13834,25724,12285,13439,2621,1333,1288,12684,6532,6152,11112,4723,6389,6200,2267,3933,696
江田島市,21930,11025,10905,21315,10632,10683,1657,871,786,10656,6062,4594,9572,4058,5514,5355,2033,3322,584
府中町,51155,25007,26148,50362,24638,25724,7520,3867,3653,30651,15393,15258,12570,5557,7013,6440,2632,3808,615
海田町,29636,14588,15048,28701,14140,14561,4391,2227,2164,18016,9203,8813,7061,3069,3992,3498,1398,2100,831
熊野町,22834,10958,11876,22601,10841,11760,2886,1484,1402,11778,5834,5944,8136,3616,4520,4330,1864,2466,200
坂町,12582,5984,6598,12385,5857,6528,1826,910,916,7021,3468,3553,3716,1593,2123,1955,748,1207,182
安芸太田町,5740,2675,3065,5698,2666,3032,466,221,245,2283,1202,1081,2991,1252,1739,1813,662,1151,42
北広島町,17763,8768,8995,17065,8346,8719,1805,899,906,8732,4768,3964,6917,2911,4006,3921,1410,2511,485
大崎上島町,7158,3663,3495,7012,3564,3448,553,273,280,3228,1979,1249,3305,1350,1955,1978,719,1259,146
世羅町,15125,7156,7969,14859,7065,7794,1560,769,791,6893,3495,3398,6342,2713,3629,3530,1314,2216,255
神石高原町,8250,3932,4318,8159,3909,4250,707,373,334,3484,1805,1679,4058,1753,2305,2414,912,1502,88
