市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
長崎市,409118,188519,220599,401784,184557,217227,46771,23975,22796,223535,106195,117340,132604,54621,77983,66770,24031,42739,2601
佐世保市,243223,115131,128092,239760,113274,126486,31507,16035,15472,131710,65430,66280,77173,32069,45104,39263,14207,25056,1611
島原市,43338,20157,23181,42870,19982,22888,5462,2841,2621,22194,10831,11363,15523,6388,9135,8310,3026,5284,361
諫早市,133852,63544,70308,132986,63192,69794,17924,9307,8617,75013,36789,38224,40900,17439,23461,20534,7737,12797,866
大村市,95397,45448,49949,94077,44705,49372,14964,7696,7268,55134,26664,28470,24034,10309,13725,11683,4454,7229,362
平戸市,29365,13771,15594,29180,13692,15488,3382,1730,1652,13778,6995,6783,12151,5015,7136,6615,2263,4352,154
松浦市,21271,10278,10993,21012,10181,10831,2575,1278,1297,10573,5481,5092,7843,3353,4490,4066,1464,2602,233
対馬市,28502,14060,14442,28322,13977,14345,3311,1751,1560,14166,7548,6618,10989,4736,6253,5615,2132,3483,150
壱岐市,24948,11837,13111,24846,11814,13032,3213,1661,1552,12062,6154,5908,9640,4013,5627,5270,1912,3358,79
五島市,34391,16141,18250,34220,16070,18150,3611,1800,1811,16677,8314,8363,14002,5961,8041,7482,2747,4735,128
西海市,26275,13120,13155,25815,12745,13070,2836,1440,1396,13084,7103,5981,10182,4404,5778,5467,1995,3472,458
雲仙市,41096,19378,21718,40625,19270,21355,4914,2501,2413,21437,10641,10796,14677,6197,8480,7880,2808,5072,423
南島原市,42330,19598,22732,42066,19558,22508,4735,2350,2385,20469,9983,10486,17109,7252,9857,9300,3466,5834,259
長与町,40780,19196,21584,40574,19115,21459,5932,3027,2905,23607,11256,12351,11105,4838,6267,5425,2130,3295,162
時津町,29339,14116,15223,29127,13988,15139,4532,2471,2061,16883,8197,8686,7859,3396,4463,3785,1482,2303,201
東彼杵町,7721,3686,4035,7665,3660,4005,853,438,415,3855,1947,1908,2991,1288,1703,1589,590,999,42
川棚町,13377,6300,7077,13255,6257,6998,1723,892,831,7195,3497,3698,4411,1885,2526,2231,854,1377,98
波佐見町,14291,6753,7538,14236,6733,7503,1968,1030,938,7676,3738,3938,4598,1957,2641,2315,847,1468,29
小値賀町,2288,1054,1234,2282,1052,1230,196,89,107,930,462,468,1162,503,659,621,224,397,6
佐々町,13912,6591,7321,13854,6567,7287,2321,1212,1109,7650,3687,3963,3922,1679,2243,1820,687,1133,48
新上五島町,17503,8234,9269,17458,8207,9251,1573,814,759,8449,4273,4176,7478,3146,4332,4045,1425,2620,45
