市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
津市,274537,133537,141000,263787,127855,135932,33180,17085,16095,156532,79044,77488,80745,35083,45662,43311,17366,25945,7377
四日市市,305424,152669,152755,292356,146386,145970,37575,19202,18373,184945,96747,88198,78647,34803,43844,40418,16670,23748,8530
伊勢市,122765,58161,64604,120782,57182,63600,14205,7228,6977,68102,33445,34657,39098,16669,22429,21136,8192,12944,991
松阪市,159145,76360,82785,154343,74296,80047,19629,10142,9487,90248,44555,45693,47785,20828,26957,25358,10099,15259,3859
桑名市,138613,68084,70529,133240,65286,67954,17826,9108,8718,81466,41113,40353,37083,16542,20541,18853,7790,11063,3707
鈴鹿市,195670,97350,98320,178822,89456,89366,22929,11660,11269,108792,55252,53540,47973,21515,26458,23791,10150,13641,6432
名張市,76387,36853,39534,75035,36170,38865,9146,4639,4507,41820,20651,21169,24835,11232,13603,11629,4855,6774,965
尾鷲市,16252,7562,8690,15903,7407,8496,1396,700,696,7323,3623,3700,7122,2994,4128,4062,1581,2481,184
亀山市,49835,25161,24674,46951,23706,23245,6292,3261,3031,26400,13749,12651,12773,5712,7061,6402,2621,3781,1658
鳥羽市,17525,8255,9270,17282,8160,9122,1596,852,744,8890,4401,4489,6885,2906,3979,3654,1337,2317,165
熊野市,15965,7384,8581,15833,7327,8506,1525,759,766,7265,3608,3657,7113,2974,4139,4093,1533,2560,104
いなべ市,44973,23106,21867,42758,21816,20942,5479,2826,2653,26529,14433,12096,12301,5461,6840,6206,2519,3687,1842
志摩市,46057,21206,24851,45497,21003,24494,3968,1989,1979,22746,11025,11721,18818,7911,10907,10416,3972,6444,330
伊賀市,88766,43446,45320,82535,40093,42442,9603,4886,4717,47834,24912,22922,28933,12426,16507,15365,5862,9503,4993
木曽岬町,6023,3032,2991,5494,2722,2772,540,264,276,3118,1646,1472,2010,900,1110,983,412,571,302
東員町,25784,12614,13170,25189,12269,12920,3520,1783,1737,14229,7110,7119,8011,3700,4311,3517,1564,1953,593
菰野町,40559,19868,20691,39310,19149,20161,5598,2840,2758,23816,12094,11722,10630,4644,5986,5569,2232,3337,770
朝日町,11021,5488,5533,10810,5353,5457,2069,1027,1042,6797,3511,3286,2104,918,1186,1166,497,669,164
川越町,15123,7798,7325,14545,7446,7099,2173,1128,1045,10045,5414,4631,2848,1227,1621,1497,571,926,543
多気町,14021,6753,7268,13882,6712,7170,1752,905,847,7320,3693,3627,4848,2066,2782,2662,1004,1658,138
明和町,22445,10666,11779,22193,10537,11656,2906,1481,1425,12450,6122,6328,7009,3031,3978,3725,1459,2266,176
大台町,8668,4103,4565,8557,4074,4483,807,407,400,4093,2047,2046,3755,1645,2110,2172,857,1315,103
玉城町,15041,7184,7857,14806,7102,7704,2096,1088,1008,8548,4174,4374,4258,1842,2416,2222,875,1347,164
度会町,7847,3798,4049,7790,3788,4002,878,471,407,4120,2067,2053,2834,1252,1582,1476,563,913,46
大紀町,7815,3652,4163,7731,3614,4117,565,307,258,3312,1648,1664,3934,1693,2241,2368,930,1438,83
南伊勢町,10989,5095,5894,10905,5075,5830,648,338,310,4442,2268,2174,5867,2471,3396,3664,1411,2253,79
紀北町,14604,6758,7846,14313,6633,7680,1165,601,564,6692,3283,3409,6686,2819,3867,3910,1489,2421,275
御浜町,8079,3765,4314,8032,3762,4270,859,435,424,3916,1948,1968,3301,1381,1920,1853,690,1163,46
紀宝町,10321,4767,5554,10195,4751,5444,1165,607,558,5262,2541,2721,3867,1605,2262,2025,742,1283,102
