市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
千葉市,974951,481246,493705,920287,455073,465214,110929,56863,54066,569887,289316,280571,249963,111731,138232,130246,55099,75147,23142
銚子市,58431,28248,30183,56057,27064,28993,4470,2251,2219,31241,16097,15144,22053,9483,12570,11615,4344,7271,2137
市川市,496676,251351,245325,470504,237638,232866,57265,29323,27942,323110,168695,154415,103359,45560,57799,51819,21044,30775,15899
船橋市,642907,318860,324047,615289,305831,309458,80576,41408,39168,396514,203988,192526,152773,67299,85474,81154,33934,47220,16915
館山市,45153,21846,23307,43913,21290,22623,4121,2172,1949,21071,10657,10414,17734,7706,10028,9387,3687,5700,284
木更津市,136166,68450,67716,131959,66649,65310,17144,8782,8362,79146,41564,37582,37370,16818,20552,18834,7941,10893,2266
松戸市,498232,247210,251022,476848,236451,240397,56850,29204,27646,305487,156709,148778,127595,56220,71375,66846,27590,39256,15513
野田市,152638,76195,76443,147915,73918,73997,17426,8984,8442,86231,44995,41236,47051,21315,25736,22533,9722,12811,3163
茂原市,86782,42643,44139,84512,41727,42785,8635,4430,4205,47894,24401,23493,28774,13077,15697,14231,6037,8194,1166
成田市,132906,66231,66675,125185,62272,62913,16794,8639,8155,81731,41602,40129,31352,14274,17078,14718,5993,8725,5165
佐倉市,168743,82421,86322,165043,80759,84284,18589,9613,8976,94196,47217,46979,55000,25157,29843,26728,11837,14891,3065
東金市,58219,29251,28968,55979,28112,27867,6040,3077,2963,33761,17538,16223,17163,7896,9267,7862,3279,4583,1371
旭市,63745,31379,32366,62151,30537,31614,7170,3646,3524,36134,18635,17499,19843,8710,11133,9594,3625,5969,1320
習志野市,176197,87882,88315,170458,85295,85163,22186,11318,10868,111019,57522,53497,40483,17746,22737,21093,8685,12408,4034
柏市,426468,210824,215644,407361,200646,206715,53333,27178,26155,251739,127936,123803,110212,49184,61028,55141,23414,31727,7882
勝浦市,16927,8704,8223,16756,8610,8146,1145,581,564,8357,4796,3561,7290,3215,4075,3956,1544,2412,165
市原市,269524,138438,131086,259640,133522,126118,30046,15460,14586,154641,82219,72422,78661,36924,41737,37830,16382,21448,5044
流山市,199849,98431,101418,194858,96088,98770,31172,15894,15278,118860,59995,58865,46047,20640,25407,23574,10293,13281,2745
八千代市,199498,97920,101578,193727,95236,98491,25580,13162,12418,122780,61930,60850,50490,22415,28075,27054,11505,15549,5367
我孫子市,130510,63546,66964,127855,62368,65487,14296,7358,6938,74457,37732,36725,39879,17638,22241,21221,9187,12034,1623
鴨川市,32116,15224,16892,31548,15006,16542,2991,1561,1430,16205,7852,8353,12375,5509,6866,6720,2755,3965,507
鎌ケ谷市,109932,53592,56340,106876,52240,54636,12558,6354,6204,63683,32360,31323,31488,13988,17500,16317,6978,9339,1488
君津市,82206,41928,40278,80285,41016,39269,8427,4347,4080,45829,24783,21046,26366,11805,14561,13513,5450,8063,718
富津市,42465,21529,20936,41532,21081,20451,3665,1908,1757,21976,11946,10030,16118,7310,8808,8320,3368,4952,453
浦安市,171362,83506,87856,164767,79942,84825,21564,11055,10509,116855,56964,59891,29971,13692,16279,13479,5868,7611,3691
