市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
美唄市,20413,9565,10848,20343,9527,10816,1539,813,726,10169,5143,5026,8642,3575,5067,4739,1786,2953,44
芦別市,12555,5762,6793,12536,5758,6778,845,435,410,5705,2854,2851,5995,2464,3531,3412,1304,2108,17
江別市,121056,57523,63533,119589,56702,62887,13400,6786,6614,69555,34012,35543,36783,15876,20907,18112,7027,11085,635
赤平市,9698,4388,5310,9631,4355,5276,603,299,304,4280,2139,2141,4669,1878,2791,2624,979,1645,67
紋別市,21215,9901,11314,20674,9803,10871,1971,992,979,11515,5782,5733,7697,3104,4593,4066,1474,2592,529
士別市,17858,8416,9442,17756,8349,9407,1652,855,797,8803,4490,4313,7350,3044,4306,4118,1590,2528,76
名寄市,27282,13322,13960,27014,13167,13847,3018,1561,1457,15232,7893,7339,8747,3682,5065,4754,1846,2908,50
三笠市,8040,3631,4409,8025,3621,4404,655,315,340,3566,1845,1721,3819,1471,2348,2253,779,1474,15
根室市,24636,11762,12874,24249,11666,12583,2396,1217,1179,13370,6832,6538,8648,3550,5098,4569,1694,2875,306
千歳市,97950,49790,48160,97223,49450,47773,13012,6681,6331,62066,32906,29160,22690,10088,12602,10977,4484,6493,704
滝川市,39490,18832,20658,39013,18548,20465,3995,2104,1891,21161,10702,10459,13821,5682,8139,7223,2735,4488,109
砂川市,16486,7607,8879,16450,7588,8862,1388,682,706,8138,3985,4153,6404,2640,3764,3548,1346,2202,29
歌志内市,2989,1399,1590,2979,1393,1586,142,80,62,1252,659,593,1592,658,934,888,318,570,10
深川市,20039,9362,10677,19927,9311,10616,1634,853,781,9802,4981,4821,8544,3482,5062,4873,1831,3042,110
富良野市,21131,9947,11184,20825,9818,11007,2211,1126,1085,11512,5645,5867,7255,3073,4182,3933,1515,2418,224
登別市,46391,22146,24245,46118,22023,24095,4775,2480,2295,24170,12215,11955,17287,7373,9914,9013,3563,5450,167
恵庭市,70331,34088,36243,69840,33832,36008,8701,4476,4225,41413,20687,20726,19673,8560,11113,9795,3882,5913,438
伊達市,32826,15176,17650,32644,15144,17500,3355,1714,1641,16832,8168,8664,12601,5268,7333,6740,2581,4159,180
北広島市,58171,27763,30408,57695,27517,30178,6395,3267,3128,32140,15829,16311,19380,8514,10866,9376,3876,5500,369
石狩市,56869,27324,29545,56418,27146,29272,6821,3502,3319,30645,15273,15372,19402,8549,10853,8958,3614,5344,451
北斗市,44302,20542,23760,44002,20505,23497,5444,2808,2636,25434,12184,13250,13332,5541,7791,6564,2395,4169,300
当別町,15916,7703,8213,15739,7612,8127,1178,589,589,8983,4509,4474,5553,2482,3071,2834,1157,1677,119
新篠津村,3044,1484,1560,3035,1477,1558,300,160,140,1591,852,739,1142,467,675,666,238,428,8
松前町,6260,2805,3455,6218,2800,3418,377,187,190,2611,1272,1339,3266,1343,1923,1804,675,1129,42
福島町,3794,1755,2039,3758,1753,2005,228,103,125,1711,871,840,1851,778,1073,973,364,609,36
知内町,4167,2060,2107,4104,2052,2052,357,176,181,2160,1156,1004,1649,727,922,854,320,534,63
木古内町,3832,1750,2082,3807,1745,2062,232,113,119,1678,831,847,1908,793,1115,1069,408,661,24
七飯町,27686,12679,15007,27574,12661,14913,3215,1637,1578,14743,6996,7747,9719,4040,5679,4906,1806,3100,112
鹿部町,3760,1779,1981,3646,1756,1890,342,176,166,1901,919,982,1517,684,833,725,310,415,114
森町,14338,6658,7680,14000,6590,7410,1364,682,682,7403,3659,3744,5532,2289,3243,2727,1013,1714,313
八雲町,15826,7894,7932,15526,7746,7780,1591,831,760,8504,4600,3904,5534,2311,3223,2758,1006,1752,225
長万部町,5109,2448,2661,4932,2394,2538,415,200,215,2507,1337,1170,2088,854,1234,1193,419,774,177
江差町,7428,3569,3859,7406,3555,3851,589,295,294,3950,2097,1853,2846,1145,1701,1589,572,1017,19
上ノ国町,4306,1965,2341,4255,1944,2311,388,197,191,2047,986,1061,1868,779,1089,992,360,632,50
厚沢部町,3592,1717,1875,3562,1711,1851,339,181,158,1713,882,831,1540,654,886,832,310,522,30
乙部町,3403,1538,1865,3386,1537,1849,284,142,142,1567,746,821,1552,650,902,857,332,525,17
奥尻町,2410,1280,1130,2402,1276,1126,163,86,77,1250,774,476,997,420,577,543,207,336,8
今金町,5072,2446,2626,5068,2444,2624,468,236,232,2515,1334,1181,2089,876,1213,1176,458,718,4
せたな町,7398,3466,3932,7368,3462,3906,587,298,289,3323,1706,1617,3482,1459,2023,1985,764,1221,30
島牧村,1356,687,669,1354,686,668,112,58,54,680,396,284,564,233,331,326,116,210,2
寿都町,2838,1397,1441,2784,1394,1390,258,139,119,1411,749,662,1167,508,659,641,240,401,54
黒松内町,2791,1353,1438,2775,1348,1427,304,163,141,1385,758,627,1102,432,670,686,238,448,16
蘭越町,4568,2197,2371,4530,2175,2355,453,229,224,2285,1180,1105,1828,786,1042,1003,383,620,38
ニセコ町,5074,2624,2450,4799,2445,2354,619,339,280,2797,1484,1313,1307,595,712,637,245,392,246
真狩村,2045,1035,1010,2008,1006,1002,242,131,111,1098,602,496,705,302,403,389,148,241,37
留寿都村,1911,971,940,1798,923,875,234,115,119,1184,638,546,493,218,275,270,106,164,113
喜茂別町,2156,1112,1044,2093,1093,1000,177,92,85,1044,560,484,805,366,439,467,199,268,63
京極町,2941,1420,1521,2887,1410,1477,297,158,139,1446,733,713,1114,483,631,639,251,388,53
倶知安町,15129,7787,7342,14257,7301,6956,1941,999,942,9096,4995,4101,3731,1611,2120,1838,710,1128,589
共和町,5772,3047,2725,5763,3044,2719,650,340,310,3273,1884,1389,1826,800,1026,984,387,597,9
岩内町,11648,5500,6148,11599,5477,6122,1106,574,532,6157,3149,3008,4364,1757,2607,2283,830,1453,47
泊村,1569,784,785,1566,784,782,147,80,67,797,461,336,625,243,382,383,133,250,3
神恵内村,870,400,470,869,399,470,65,28,37,357,195,162,448,177,271,280,89,191,1
積丹町,1831,855,976,1827,851,976,148,81,67,823,427,396,859,346,513,476,185,291,4
古平町,2745,1307,1438,2692,1301,1391,207,111,96,1297,659,638,1154,492,662,643,255,388,53
仁木町,3180,1526,1654,3113,1504,1609,344,178,166,1554,803,751,1282,545,737,673,247,426,67
余市町,18000,8342,9658,17863,8301,9562,1667,839,828,9020,4528,4492,7260,2943,4317,3830,1374,2456,125
赤井川村,1165,606,559,1105,573,532,131,66,65,673,384,289,361,156,205,185,71,114,60
南幌町,7319,3461,3858,7273,3458,3815,693,357,336,4057,1981,2076,2555,1117,1438,1314,515,799,46
奈井江町,5120,2405,2715,5091,2389,2702,439,233,206,2490,1268,1222,2189,902,1287,1236,451,785,28
上砂川町,2841,1292,1549,2824,1281,1543,182,96,86,1201,613,588,1458,583,875,861,291,570,17
由仁町,4822,2302,2520,4798,2292,2506,401,219,182,2324,1202,1122,2044,851,1193,1135,419,716,24
長沼町,10289,4919,5370,10239,4889,5350,1010,520,490,5280,2701,2579,3969,1678,2291,2219,849,1370,26
栗山町,11272,5176,6096,11233,5152,6081,1083,491,592,5528,2769,2759,4636,1894,2742,2598,951,1647,35
月形町,3691,2185,1506,3678,2174,1504,214,113,101,2064,1439,625,1376,610,766,782,297,485,13
浦臼町,1732,845,887,1724,843,881,173,83,90,781,417,364,777,344,433,431,172,259,8
新十津川町,6484,2976,3508,6465,2968,3497,719,355,364,3099,1535,1564,2666,1086,1580,1537,581,956,19
妹背牛町,2693,1290,1403,2650,1256,1394,217,111,106,1207,638,569,1269,541,728,704,281,423,43
秩父別町,2329,1072,1257,2326,1071,1255,229,104,125,1093,544,549,985,411,574,590,220,370,3
雨竜町,2389,1165,1224,2380,1164,1216,194,101,93,1186,634,552,1009,430,579,588,220,368,9
北竜町,1724,823,901,1718,820,898,162,77,85,787,403,384,775,343,432,485,207,278,6
沼田町,2909,1392,1517,2903,1387,1516,257,122,135,1412,735,677,1240,535,705,716,279,437,6
鷹栖町,6567,3105,3462,6564,3102,3462,804,435,369,3491,1679,1812,2272,991,1281,1182,477,705,3
東神楽町,10127,4702,5425,10084,4682,5402,1545,795,750,5638,2664,2974,2929,1232,1697,1544,573,971,43
当麻町,6319,2912,3407,6309,2906,3403,649,308,341,3011,1480,1531,2659,1124,1535,1532,578,954,10
比布町,3520,1662,1858,3517,1662,1855,353,174,179,1706,871,835,1461,617,844,848,320,528,3
愛別町,2605,1215,1390,2565,1213,1352,221,125,96,1178,585,593,1206,505,701,703,274,429,40
上川町,3500,1708,1792,3452,1688,1764,263,133,130,1687,931,756,1550,644,906,880,342,538,48
東川町,8314,3877,4437,8048,3771,4277,1085,547,538,4469,2162,2307,2759,1168,1591,1490,572,918,266
美瑛町,9668,4495,5173,9582,4459,5123,927,430,497,4992,2479,2513,3749,1586,2163,2133,832,1301,86
上富良野町,10348,5363,4985,10266,5330,4936,1195,642,553,5741,3210,2531,3314,1446,1868,1760,721,1039,60
中富良野町,4733,2260,2473,4699,2255,2444,594,295,299,2406,1199,1207,1731,764,967,962,387,575,34
南富良野町,2376,1228,1148,2358,1218,1140,250,123,127,1355,772,583,766,328,438,438,161,277,18
占冠村,1306,653,653,1161,572,589,100,46,54,847,432,415,305,142,163,142,58,84,145
和寒町,3192,1497,1695,3170,1482,1688,308,170,138,1470,743,727,1414,584,830,853,324,529,22
剣淵町,2926,1425,1501,2925,1425,1500,279,161,118,1451,749,702,1196,515,681,658,251,407,1
下川町,3126,1491,1635,3100,1479,1621,316,160,156,1514,789,725,1257,523,734,713,275,438,26
美深町,4145,2038,2107,4110,2021,2089,369,197,172,2075,1095,980,1699,744,955,974,395,579,35
音威子府村,706,365,341,705,364,341,44,22,22,432,238,194,208,97,111,115,49,66,1
中川町,1528,805,723,1495,786,709,140,73,67,770,456,314,593,264,329,354,145,209,8
幌加内町,1370,681,689,1368,680,688,120,68,52,691,370,321,559,243,316,344,143,201,2
増毛町,3908,1776,2132,3828,1752,2076,323,172,151,1857,937,920,1728,667,1061,950,330,620,80
小平町,2994,1431,1563,2927,1411,1516,265,146,119,1527,790,737,1201,494,707,703,263,440,67
苫前町,2936,1428,1508,2910,1418,1492,285,153,132,1463,769,694,1186,505,681,708,282,426,26
羽幌町,6548,3163,3385,6526,3150,3376,619,337,282,3096,1680,1416,2832,1145,1687,1607,591,1016,22
初山別村,1080,518,562,1072,512,560,90,46,44,569,285,284,421,187,234,254,104,150,8
遠別町,2520,1222,1298,2460,1201,1259,248,129,119,1238,658,580,1034,435,599,592,227,365,60
天塩町,2950,1478,1472,2912,1459,1453,300,152,148,1545,848,697,1097,472,625,543,206,337,34
猿払村,2611,1285,1326,2450,1250,1200,366,183,183,1622,832,790,615,264,351,290,107,183,161
浜頓別町,3448,1675,1773,3367,1665,1702,312,151,161,1831,968,863,1293,544,749,667,257,410,75
中頓別町,1637,818,819,1633,816,817,160,80,80,822,459,363,655,279,376,379,156,223,4
枝幸町,7565,3600,3965,7435,3588,3847,790,389,401,4078,2079,1999,2696,1132,1564,1387,535,852,130
豊富町,3974,2098,1876,3932,2086,1846,388,218,170,2114,1172,942,1357,613,744,680,261,419,42
礼文町,2509,1284,1225,2481,1280,1201,259,133,126,1340,727,613,910,424,486,462,194,268,28
利尻町,2004,994,1010,2003,993,1010,185,94,91,1010,543,467,809,357,452,450,175,275,1
利尻富士町,2458,1188,1270,2447,1187,1260,252,138,114,1265,657,608,941,393,548,553,209,344,11
幌延町,2371,1290,1081,2343,1275,1068,274,136,138,1416,849,567,681,305,376,306,111,195,28
美幌町,18697,9063,9634,18609,9051,9558,1928,990,938,10043,5189,4854,6713,2872,3841,3523,1377,2146,88
津別町,4373,2096,2277,4363,2093,2270,365,179,186,1940,1056,884,1978,816,1162,1082,394,688,9
斜里町,11418,5672,5746,11231,5611,5620,1337,687,650,6221,3307,2914,3839,1659,2180,1940,764,1176,187
清里町,3883,1882,2001,3879,1879,2000,453,247,206,1868,972,896,1484,628,856,865,327,538,2
小清水町,4623,2207,2416,4600,2206,2394,533,274,259,2312,1171,1141,1772,758,1014,980,379,601,23
訓子府町,4677,2241,2436,4649,2228,2421,531,270,261,2314,1167,1147,1828,800,1028,989,390,599,28
置戸町,2775,1281,1494,2770,1280,1490,270,127,143,1261,652,609,1244,502,742,743,278,465,5
佐呂間町,4875,2296,2579,4653,2267,2386,492,259,233,2458,1212,1246,1924,824,1100,1055,428,627,222
遠軽町,19241,9337,9904,19172,9320,9852,1961,1020,941,9521,4972,4549,7230,3041,4189,4019,1587,2432,69
湧別町,8270,3947,4323,8125,3913,4212,781,391,390,4243,2186,2057,3246,1370,1876,1810,690,1120,145
滝上町,2421,1177,1244,2396,1165,1231,202,106,96,1135,607,528,1084,464,620,619,250,369,25
興部町,3628,1768,1860,3543,1740,1803,450,231,219,1969,1040,929,1209,497,712,624,236,388,85
西興部村,1053,520,533,1025,505,520,104,56,48,576,321,255,373,143,230,244,79,165,28
雄武町,4199,1999,2200,3971,1932,2039,432,221,211,2347,1191,1156,1420,587,833,753,288,465,228
大空町,6775,3287,3488,6762,3281,3481,798,396,402,3470,1790,1680,2507,1101,1406,1313,514,799,13
豊浦町,3821,1781,2040,3759,1749,2010,386,194,192,1916,960,956,1512,623,889,868,320,548,62
壮瞥町,2743,1285,1458,2717,1276,1441,227,121,106,1227,619,608,1237,516,721,736,268,468,26
白老町,16212,7706,8506,16014,7666,8348,1104,557,547,7639,3908,3731,7428,3212,4216,3901,1565,2336,189
厚真町,4432,2249,2183,4386,2209,2177,567,302,265,2236,1207,1029,1613,728,885,885,365,520,46
洞爺湖町,8442,3909,4533,8352,3870,4482,706,361,345,4031,1981,2050,3679,1548,2131,2105,798,1307,88
安平町,7340,3632,3708,7267,3603,3664,754,361,393,3873,2093,1780,2712,1177,1535,1473,589,884,73
むかわ町,7651,3779,3872,7509,3687,3822,707,352,355,3781,2035,1746,3122,1361,1761,1675,667,1008,142
日高町,11279,5712,5567,11019,5509,5510,1209,630,579,6008,3292,2716,4062,1790,2272,2145,875,1270,260
平取町,4776,2395,2381,4649,2318,2331,553,289,264,2537,1377,1160,1680,725,955,874,343,531,127
新冠町,5309,2603,2706,5163,2502,2661,656,316,340,2894,1538,1356,1747,741,1006,920,350,570,146
浦河町,12074,5975,6099,11818,5758,6060,1242,654,588,6735,3629,3106,4097,1692,2405,2153,800,1353,256
様似町,4043,1923,2120,4017,1913,2104,363,185,178,1970,984,986,1710,754,956,873,338,535,26
えりも町,4374,2230,2144,4335,2206,2129,537,271,266,2398,1334,1064,1438,624,814,668,244,424,39
新ひだか町,21517,10473,11044,21385,10394,10991,2424,1222,1202,11396,5954,5442,7608,3238,4370,4047,1585,2462,103
音更町,43576,20630,22946,43413,20532,22881,5656,2886,2770,24865,12170,12695,12907,5474,7433,6753,2646,4107,107
士幌町,5848,2891,2957,5758,2836,2922,734,380,354,3168,1656,1512,1938,848,1090,980,370,610,90
上士幌町,4778,2343,2435,4642,2274,2368,550,282,268,2537,1348,1189,1690,713,977,997,378,619,136
鹿追町,5266,2572,2694,5191,2551,2640,714,353,361,2915,1497,1418,1629,718,911,885,353,532,75
新得町,5817,2900,2917,5784,2888,2896,591,315,276,3027,1622,1405,2199,963,1236,1219,496,723,33
清水町,9094,4478,4616,8955,4424,4531,909,466,443,4529,2380,2149,3388,1471,1917,1875,744,1131,135
芽室町,18048,8612,9436,17978,8577,9401,2462,1254,1208,10010,4905,5105,5535,2423,3112,2907,1155,1752,60
中札内村,3884,1880,2004,3808,1866,1942,491,241,250,2275,1176,1099,1118,463,655,618,240,378,76
更別村,3080,1519,1561,3072,1515,1557,405,221,184,1706,878,828,969,420,549,551,212,339,8
大樹町,5420,2714,2706,5312,2666,2646,612,313,299,2825,1520,1305,1983,881,1102,1107,462,645,108
広尾町,6387,3096,3291,6336,3087,3249,609,302,307,3247,1707,1540,2517,1075,1442,1352,529,823,51
幕別町,25766,12243,13523,25623,12195,13428,3168,1656,1512,13900,6763,7137,8658,3798,4860,4470,1845,2625,108
池田町,6294,2967,3327,6272,2961,3311,520,258,262,3029,1558,1471,2743,1149,1594,1536,604,932,22
豊頃町,3022,1478,1544,2972,1465,1507,294,147,147,1536,807,729,1192,524,668,685,285,400,50
本別町,6618,3228,3390,6576,3199,3377,579,315,264,3281,1763,1518,2756,1149,1607,1501,578,923,42
足寄町,6563,3215,3348,6536,3206,3330,732,391,341,3199,1665,1534,2618,1146,1472,1455,592,863,26
陸別町,2264,1138,1126,2223,1125,1098,224,113,111,1154,639,515,886,386,500,495,205,290,41
浦幌町,4387,2138,2249,4353,2122,2231,425,220,205,2088,1118,970,1865,791,1074,986,379,607,34
釧路町,19105,9101,10004,18911,8968,9943,2153,1120,1033,11091,5421,5670,5704,2455,3249,2581,974,1607,72
厚岸町,8892,4173,4719,8736,4143,4593,900,458,442,4809,2382,2427,3182,1332,1850,1698,646,1052,156
浜中町,5507,2726,2781,5423,2716,2707,633,327,306,3109,1595,1514,1759,799,960,837,335,502,84
標茶町,7230,3471,3759,7135,3454,3681,861,437,424,3894,1960,1934,2475,1074,1401,1290,507,783,95
弟子屈町,6955,3314,3641,6884,3291,3593,605,305,300,3405,1743,1662,2854,1227,1627,1537,610,927,48
鶴居村,2558,1254,1304,2523,1247,1276,298,148,150,1339,702,637,910,397,513,480,191,289,35
白糠町,7289,3414,3875,7199,3405,3794,564,300,264,3660,1812,1848,3063,1300,1763,1575,605,970,90
別海町,14380,7286,7094,13972,7109,6863,1849,955,894,7996,4210,3786,3992,1795,2197,1872,746,1126,395
中標津町,23010,11339,11671,22883,11276,11607,3021,1543,1478,13749,7065,6684,6151,2662,3489,2934,1152,1782,107
標津町,5023,2465,2558,4946,2427,2519,637,312,325,2796,1459,1337,1571,678,893,782,309,473,77
羅臼町,4722,2346,2376,4680,2333,2347,516,251,265,2718,1460,1258,1484,631,853,749,280,469,42
厚岸郡浜中町,1360,2154,,,,,,,,,,,,,,,,,
川上郡標茶町,1367,2195,,,,,,,,,,,,,,,,,
川上郡弟子屈町,1374,2252,,,,,,,,,,,,,,,,,
阿寒郡鶴居村,1381,2011,,,,,,,,,,,,,,,,,
白糠郡白糠町,1388,2067,,,,,,,,,,,,,,,,,
野付郡別海町,1395,2124,,,,,,,,,,,,,,,,,
標津郡中標津町,1402,2166,,,,,,,,,,,,,,,,,
標津郡標津町,1409,2224,,,,,,,,,,,,,,,,,
目梨郡羅臼町,1416,2282,,,,,,,,,,,,,,,,,
色丹郡色丹村,1423,2340,,,,,,,,,,,,,,,,,
国後郡泊村,1430,2089,,,,,,,,,,,,,,,,,
国後郡留夜別村,1437,2132,,,,,,,,,,,,,,,,,
択捉郡留別村,1444,2190,,,,,,,,,,,,,,,,,
紗那郡紗那村,1451,2249,,,,,,,,,,,,,,,,,
蘂取郡蘂取村,1458,2308,,,,,,,,,,,,,,,,,
