市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
札幌市,1973395,918682,1054713,1933094,897727,1035367,215366,110196,105170,1185724,566874,618850,541242,224966,316276,264920,98452,166468,12634
函館市,251084,113965,137119,248208,112718,135490,23560,11984,11576,134953,64971,69982,89257,35342,53915,45963,16118,29845,989
小樽市,111299,50136,61163,109971,49441,60530,9169,4678,4491,55643,26790,28853,45426,18009,27417,24086,8559,15527,552
旭川市,329306,152108,177198,325287,150318,174969,34691,17797,16894,178060,85575,92485,112411,46768,65643,58032,22143,35889,1082
室蘭市,82383,40390,41993,81658,39960,41698,7769,3916,3853,43398,23259,20139,30330,12565,17765,16418,6265,10153,380
釧路市,165077,77506,87571,163026,76789,86237,16634,8495,8139,90595,44886,45709,56355,23465,32890,28354,10823,17531,815
帯広市,166536,79623,86913,165759,79211,86548,19073,9762,9311,96804,48097,48707,49000,20616,28384,24870,9548,15322,717
北見市,115480,54729,60751,114601,54346,60255,12014,6170,5844,63217,31713,31504,38841,16230,22611,20031,7673,12358,402
夕張市,7334,3381,3953,7247,3373,3874,411,199,212,3093,1609,1484,3828,1571,2257,2262,818,1444,87
岩見沢市,79306,37105,42201,79031,36970,42061,7859,3961,3898,42391,21004,21387,28880,12062,16818,15113,5691,9422,196
網走市,35759,18060,17699,35429,17962,17467,3731,1932,1799,20405,11042,9363,11259,4818,6441,5595,2198,3397,321
留萌市,20114,9649,10465,19940,9610,10330,1711,885,826,9981,5234,4747,7425,3002,4423,3944,1467,2477,134
苫小牧市,170113,83522,86591,168873,82739,86134,20426,10593,9833,96847,49324,47523,50022,21637,28385,23635,9242,14393,722
稚内市,33563,16651,16912,33083,16509,16574,3484,1806,1678,18920,10016,8904,11025,4739,6286,5458,2105,3353,435
