市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
辰野町,18555,9016,9539,18166,8854,9312,2014,1014,1000,9499,4893,4606,6999,3094,3905,3903,1613,2290,353
箕輪町,24989,12511,12478,24199,12151,12048,3043,1584,1459,13137,6865,6272,7168,3196,3972,3744,1562,2182,743
飯島町,9004,4392,4612,8781,4286,4495,1003,531,472,4671,2395,2276,3329,1465,1864,1859,734,1125,223
南箕輪村,15797,7851,7946,15463,7694,7769,2494,1266,1228,9492,4886,4606,3699,1629,2070,1884,775,1109,276
中川村,4651,2189,2462,4588,2175,2413,609,287,322,2365,1165,1200,1677,737,940,903,355,548,63
宮田村,8569,4162,4407,8282,4037,4245,1190,627,563,4814,2426,2388,2543,1096,1447,1410,550,860,272
松川町,12530,6069,6461,12416,6007,6409,1535,786,749,6667,3340,3327,4324,1941,2383,2400,995,1405,114
高森町,12811,6153,6658,12602,6059,6543,1785,903,882,6777,3364,3413,4162,1825,2337,2332,924,1408,158
阿南町,4299,2071,2228,4258,2062,2196,393,211,182,1926,1010,916,1953,843,1110,1207,449,758,41
阿智村,6068,2894,3174,5941,2843,3098,794,425,369,3017,1497,1520,2257,972,1285,1246,457,789,127
平谷村,387,192,195,384,189,195,46,27,19,210,108,102,131,57,74,89,32,57,3
根羽村,852,411,441,837,410,427,57,31,26,348,174,174,447,206,241,274,114,160,15
下條村,3545,1709,1836,3509,1702,1807,467,213,254,1832,924,908,1246,572,674,713,286,427,36
売木村,548,252,296,541,246,295,57,23,34,219,101,118,260,119,141,166,64,102,7
天龍村,1178,558,620,1165,552,613,72,40,32,374,203,171,732,315,417,486,184,302,11
泰阜村,1542,726,816,1516,716,800,188,92,96,704,352,352,650,282,368,406,150,256,26
喬木村,5973,2908,3065,5915,2886,3029,803,405,398,3043,1578,1465,2126,924,1202,1192,479,713,57
豊丘村,6426,3185,3241,6307,3141,3166,877,471,406,3432,1750,1682,2117,964,1153,1141,466,675,119
大鹿村,1023,539,484,1011,532,479,98,49,49,460,269,191,465,221,244,309,127,182,12
上松町,4131,2044,2087,4076,2034,2042,375,193,182,2003,1101,902,1753,750,1003,1003,371,632,55
南木曽町,3915,1896,2019,3882,1883,1999,414,216,198,1806,946,860,1683,724,959,971,367,604,29
木祖村,2692,1235,1457,2668,1231,1437,284,126,158,1240,615,625,1168,494,674,658,246,412,24
王滝村,715,340,375,702,337,365,41,20,21,365,188,177,308,131,177,188,65,123,13
大桑村,3439,1682,1757,3363,1637,1726,283,141,142,1673,897,776,1482,643,839,857,332,525,76
木曽町,10584,5155,5429,10423,5107,5316,916,481,435,5090,2678,2412,4426,1901,2525,2484,925,1559,121
麻績村,2593,1219,1374,2575,1214,1361,241,132,109,1189,603,586,1163,484,679,735,272,463,18
生坂村,1639,818,821,1628,818,810,169,94,75,774,408,366,696,316,380,404,164,240,11
山形村,8400,4103,4297,8237,4046,4191,1121,571,550,4830,2454,2376,2436,1070,1366,1170,460,710,163
朝日村,4279,2110,2169,4238,2096,2142,525,269,256,2379,1217,1162,1375,624,751,750,309,441,41
筑北村,4149,2046,2103,4121,2035,2086,314,169,145,1905,1034,871,1930,843,1087,1069,437,632,28
池田町,9382,4552,4830,9258,4485,4773,926,489,437,4730,2409,2321,3708,1648,2060,1993,814,1179,120
松川村,9599,4605,4994,9455,4551,4904,1069,534,535,5188,2590,2598,3305,1457,1848,1812,729,1083,134
白馬村,8575,4257,4318,8222,4046,4176,961,478,483,4726,2391,2335,2785,1319,1466,1354,591,763,292
小谷村,2647,1367,1280,2586,1332,1254,269,129,140,1364,762,602,1014,476,538,569,244,325,61
坂城町,14004,6909,7095,13607,6668,6939,1530,775,755,7333,3809,3524,5018,2249,2769,2786,1175,1611,377
小布施町,10660,5122,5538,10611,5108,5503,1396,725,671,5504,2711,2793,3748,1676,2072,1973,828,1145,47
高山村,6617,3242,3375,6519,3176,3343,718,383,335,3458,1753,1705,2441,1106,1335,1239,484,755,98
山ノ内町,11352,5519,5833,11179,5478,5701,976,504,472,5580,2879,2701,4762,2121,2641,2669,1062,1607,163
木島平村,4375,2114,2261,4326,2098,2228,470,229,241,2074,1050,1024,1761,790,971,945,361,584,21
野沢温泉村,3279,1571,1708,3247,1553,1694,375,188,187,1629,829,800,1257,543,714,669,240,429,32
信濃町,7739,3812,3927,7680,3786,3894,661,345,316,3661,1894,1767,3416,1572,1844,1741,718,1023,59
小川村,2215,1100,1115,2199,1093,1106,188,103,85,1010,543,467,1017,454,563,608,235,373,16
飯綱町,10296,5019,5277,10252,4996,5256,1019,510,509,5094,2592,2502,4182,1917,2265,2116,862,1254,43
栄村,1660,800,860,1645,797,848,103,57,46,654,344,310,902,398,504,554,198,356,15
