市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
宮崎市,401339,189342,211997,387494,181783,205711,53799,27377,26422,224620,107985,116635,110618,47051,63567,54527,20970,33557,2109
都城市,160640,75308,85332,158140,74381,83759,22179,11329,10850,86299,42006,44293,50665,21257,29408,26126,9627,16499,1396
延岡市,118394,56100,62294,116548,55028,61520,14483,7459,7024,61670,30813,30857,40712,16875,23837,21348,7796,13552,445
日南市,50848,23930,26918,50413,23648,26765,5974,3051,2923,25172,12546,12626,19600,8256,11344,10743,4018,6725,401
小林市,43670,20327,23343,43060,20157,22903,5409,2786,2623,21866,10601,11265,16228,6840,9388,8813,3281,5532,487
日向市,59629,28372,31257,58997,28116,30881,8052,4113,3939,31701,15743,15958,19265,8203,11062,9767,3729,6038,348
串間市,16822,7876,8946,16649,7801,8848,1934,982,952,7565,3774,3791,7193,3037,4156,4017,1409,2608,73
西都市,28610,13423,15187,28251,13283,14968,3287,1685,1602,14167,6962,7205,10826,4622,6204,5777,2215,3562,88
えびの市,17638,8339,9299,17490,8311,9179,1924,959,965,8188,4117,4071,7471,3229,4242,4060,1521,2539,133
三股町,25591,11932,13659,25388,11846,13542,4410,2281,2129,13875,6541,7334,7248,3070,4178,3651,1340,2311,153
高原町,8639,4127,4512,8571,4084,4487,932,490,442,4050,2018,2032,3609,1584,2025,1945,730,1215,20
国富町,18398,8609,9789,18268,8538,9730,2106,1040,1066,9411,4617,4794,6854,2935,3919,3512,1335,2177,130
綾町,6934,3267,3667,6917,3260,3657,974,502,472,3406,1652,1754,2554,1113,1441,1313,538,775,17
高鍋町,19922,9497,10425,19829,9450,10379,2614,1336,1278,10717,5338,5379,6500,2752,3748,3270,1245,2025,58
新富町,16564,8096,8468,16406,8028,8378,2212,1150,1062,9093,4626,4467,5255,2317,2938,2622,1051,1571,154
西米良村,1000,492,508,999,491,508,136,82,54,427,231,196,437,179,258,267,96,171,1
木城町,4895,2250,2645,4889,2247,2642,761,361,400,2312,1115,1197,1822,774,1048,962,363,599,6
川南町,15194,7147,8047,14948,7111,7837,1946,1007,939,7807,3769,4038,5428,2361,3067,2742,1066,1676,237
都農町,9906,4677,5229,9844,4652,5192,1246,611,635,4816,2416,2400,3838,1646,2192,1956,775,1181,61
門川町,17379,8276,9103,17276,8228,9048,2367,1212,1155,9045,4515,4530,5946,2534,3412,3030,1160,1870,95
諸塚村,1486,725,761,1484,724,760,150,88,62,657,335,322,678,302,376,405,152,253,2
椎葉村,2503,1268,1235,2499,1268,1231,298,160,138,1063,593,470,1142,515,627,672,258,414,4
美郷町,4826,2337,2489,4814,2336,2478,422,228,194,1915,1009,906,2489,1100,1389,1433,562,871,12
高千穂町,11642,5604,6038,11602,5586,6016,1326,695,631,5286,2701,2585,5017,2198,2819,2734,1034,1700,32
日之影町,3635,1745,1890,3632,1744,1888,378,173,205,1600,851,749,1657,721,936,965,355,610,3
五ヶ瀬町,3472,1697,1775,3463,1693,1770,454,238,216,1527,790,737,1491,669,822,827,319,508,9
