市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
大阪市,2752412,1326875,1425537,2550968,1229030,1321938,290649,148667,141982,1686757,835340,851417,676821,292460,384361,358578,136965,221613,121586
堺市,826161,393961,432200,799358,380576,418782,102091,52220,49871,471667,232514,239153,233131,99256,133875,122568,49079,73489,12486
岸和田市,190658,90424,100234,185196,87830,97366,23665,12078,11587,110325,54307,56018,53497,22729,30768,28141,10864,17277,2413
豊中市,401558,188931,212627,396053,186280,209773,54916,28227,26689,240797,116117,124680,105379,44292,61087,57200,22101,35099,5287
池田市,104993,49992,55001,100902,48020,52882,12844,6485,6359,61529,30451,31078,27786,11770,16016,14995,5962,9033,1882
吹田市,385567,185305,200262,370207,177448,192759,51990,26643,25347,231248,113550,117698,88508,37326,51182,45929,18064,27865,4718
泉大津市,74412,35224,39188,72022,34148,37874,8927,4542,4385,45189,22084,23105,18939,7988,10951,9685,3771,5914,1181
高槻市,352698,168081,184617,344704,163931,180773,43042,21967,21075,200510,98166,102344,102233,43811,58422,55470,22905,32565,3022
貝塚市,84443,40482,43961,83018,39780,43238,10856,5594,5262,49800,24574,25226,23013,9904,13109,12105,4753,7352,865
守口市,143096,69204,73892,138362,66830,71532,15437,7939,7498,83146,41659,41487,40885,17450,23435,22643,8900,13743,2223
枚方市,397289,188191,209098,377108,178574,198534,45276,22906,22370,212620,102473,110147,110284,47779,62505,56378,23344,33034,3090
茨木市,287730,138658,149072,279012,134101,144911,39221,20116,19105,171964,84334,87630,68701,29902,38799,34967,14370,20597,3216
八尾市,264642,125858,138784,254472,120953,133519,31874,16215,15659,153071,75448,77623,74907,31672,43235,40533,16055,24478,7104
泉佐野市,100131,47828,52303,97349,46457,50892,11488,5936,5552,60883,29962,30921,26232,10997,15235,13811,5227,8584,1735
富田林市,108699,50919,57780,106571,49841,56730,12109,6164,5945,62665,29924,32741,32782,14286,18496,16739,6798,9941,1311
寝屋川市,229733,110807,118926,222654,107158,115496,25895,13336,12559,129383,64693,64690,68059,29122,38937,35638,14344,21294,2626
河内長野市,101692,47392,54300,100308,46769,53539,10330,5299,5031,54254,25740,28514,36016,15905,20111,18610,7840,10770,617
松原市,117641,56535,61106,113842,54407,59435,12546,6475,6071,66990,33278,33712,35266,15052,20214,19317,7802,11515,1482
大東市,119367,57939,61428,113702,55352,58350,13870,7099,6771,70833,35664,35169,31451,13761,17690,15784,6570,9214,2528
和泉市,184495,88751,95744,180355,86489,93866,24884,12601,12283,109891,54077,55814,46995,20399,26596,23257,9347,13910,2263
箕面市,136868,64992,71876,132176,62950,69226,20385,10401,9984,80023,38902,41121,35261,15161,20100,18572,7662,10910,2373
柏原市,68775,32955,35820,66678,31795,34883,7611,3891,3720,40004,19714,20290,19964,8645,11319,10125,4115,6010,1280
羽曳野市,108736,51034,57702,107037,50242,56795,12338,6214,6124,61958,30154,31804,33318,14141,19177,17723,7022,10701,950
門真市,119764,58772,60992,115558,56551,59007,11764,6004,5760,70541,36213,34328,35573,15508,20065,19109,7715,11394,2833
摂津市,87456,43166,44290,84206,41583,42623,10852,5536,5316,52197,26762,25435,22099,9782,12317,11259,4718,6541,1382
高石市,55635,26336,29299,54653,25861,28792,7006,3563,3443,32402,15892,16510,15666,6608,9058,8227,3186,5041,465
藤井寺市,63688,29951,33737,62269,29283,32986,7725,3992,3733,36982,17846,19136,18074,7715,10359,9598,3805,5793,685
東大阪市,493940,240288,253652,434587,213352,221235,52269,26704,25565,283589,142872,140717,135791,58263,77528,72434,28737,43697,13235
泉南市,60102,28718,31384,58905,28177,30728,7512,3865,3647,34209,16868,17341,17776,7732,10044,9214,3789,5425,589
四條畷市,55177,26744,28433,54477,26380,28097,6925,3536,3389,32625,16300,16325,15149,6594,8555,7970,3323,4647,481
交野市,75033,35805,39228,74472,35536,38936,9641,4926,4715,43621,21263,22358,21581,9531,12050,11509,4977,6532,499
大阪狭山市,58435,27409,31026,57309,26831,30478,7924,4026,3898,33101,15798,17303,16429,7001,9428,8637,3539,5098,376
阪南市,51254,24250,27004,50808,24026,26782,5615,2873,2742,28470,13780,14690,17072,7555,9517,8481,3562,4919,342
島本町,30927,14604,16323,30668,14487,16181,4589,2294,2295,17749,8562,9187,8491,3681,4810,4075,1673,2402,224
豊能町,18279,8676,9603,18183,8634,9549,1201,625,576,8387,4016,4371,8666,4019,4647,4190,1923,2267,93
能勢町,9079,4361,4718,8979,4310,4669,606,295,311,4579,2245,2334,3767,1740,2027,1716,708,1008,95
忠岡町,16567,7965,8602,16112,7730,8382,1968,1003,965,9791,4968,4823,4778,1977,2801,2607,960,1647,437
