市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
横浜市,3777491,1867305,1910186,3618590,1787120,1831470,441810,226591,215219,2316309,1179199,1137110,920583,407795,512788,483077,196216,286861,88067
川崎市,1538262,775772,762490,1465906,739466,726440,189490,97260,92230,1001271,519940,481331,301151,134157,166994,153943,61807,92136,38482
相模原市,725493,362193,363300,690937,344898,346039,82532,42298,40234,435860,224715,211145,185236,83633,101603,94619,40355,54264,13334
横須賀市,388078,193513,194565,382667,190970,191697,40747,20867,19880,221918,117046,104872,124727,55166,69561,67032,27588,39444,5081
平塚市,258422,129056,129366,249623,124684,124939,29331,14997,14334,151095,78245,72850,72510,32492,40018,36945,15268,21677,4715
鎌倉市,172710,81097,91613,170631,80086,90545,19587,9975,9612,98856,48270,50586,53378,22482,30896,30674,12074,18600,1401
藤沢市,436905,215596,221309,425047,209132,215915,56803,29091,27712,265260,135142,130118,106517,46383,60134,56326,22837,33489,5198
小田原市,188856,91321,97535,183545,89142,94403,20684,10672,10012,108355,54551,53804,56588,24748,31840,29397,11627,17770,2312
茅ヶ崎市,242389,117608,124781,238852,115694,123158,31061,15857,15204,144452,72042,72410,64882,28473,36409,34522,14225,20297,1753
逗子市,57060,26719,30341,55543,26011,29532,6386,3254,3132,31144,15093,16051,17948,7594,10354,10353,4110,6243,491
三浦市,42069,20142,21927,41643,19946,21697,3472,1790,1682,21264,10780,10484,17158,7504,9654,9189,3614,5575,294
秦野市,162439,82134,80305,156966,79142,77824,17797,9242,8555,93225,48891,44334,48518,22187,26331,23214,9991,13223,3254
厚木市,223705,115343,108362,213520,110131,103389,26156,13421,12735,136825,73877,62948,57522,26468,31054,27605,12082,15523,7283
大和市,239169,119582,119587,226223,112710,113513,28937,14656,14281,146702,75667,71035,56696,25248,31448,29390,12233,17157,6189
伊勢原市,101780,51486,50294,97675,49517,48158,11659,5917,5742,61640,32564,29076,26579,12106,14473,13563,5810,7753,2509
海老名市,136516,68631,67885,132164,66290,65874,17660,9121,8539,82979,42904,40075,33825,15416,18409,16863,7325,9538,2431
座間市,132325,66001,66324,126292,63234,63058,14957,7602,7355,80388,41761,38627,33638,15177,18461,16963,7135,9828,2935
南足柄市,40841,20000,20841,40292,19729,20563,4492,2292,2200,22509,11516,10993,13440,5991,7449,7073,2984,4089,335
綾瀬市,83913,42581,41332,79277,40101,39176,10852,5568,5284,48874,26033,22841,23186,10565,12621,12053,5368,6685,3771
葉山町,31665,14914,16751,31126,14607,16519,3955,2043,1912,17156,8284,8872,10071,4307,5764,5672,2341,3331,234
寒川町,48348,24466,23882,47069,23788,23281,6165,3191,2974,28431,14863,13568,13250,6083,7167,6482,2841,3641,857
大磯町,31634,15411,16223,31484,15338,16146,3569,1846,1723,17192,8680,8512,10853,4870,5983,5650,2406,3244,141
二宮町,27564,13285,14279,27278,13165,14113,2828,1471,1357,14887,7412,7475,9682,4331,5351,5321,2277,3044,174
中井町,9300,4664,4636,8967,4488,4479,839,403,436,4836,2559,2277,3303,1499,1804,1630,698,932,329
大井町,17129,8437,8692,16897,8332,8565,2019,1011,1008,10031,5166,4865,4963,2214,2749,2496,1042,1454,120
松田町,10836,5404,5432,10661,5320,5341,1030,543,487,6030,3173,2857,3651,1609,2042,1903,757,1146,80
山北町,9761,4826,4935,9688,4789,4899,821,411,410,5039,2654,2385,3873,1745,2128,1918,782,1136,73
開成町,18329,8911,9418,18150,8832,9318,2709,1374,1335,10804,5430,5374,4768,2086,2682,2596,1070,1526,156
箱根町,11293,5423,5870,10768,5191,5577,683,340,343,5940,2995,2945,4120,1773,2347,2170,833,1337,354
真鶴町,6722,3124,3598,6659,3099,3560,446,214,232,3344,1651,1693,2923,1255,1668,1574,606,968,56
湯河原町,23426,10884,12542,23045,10739,12306,1749,929,820,11477,5759,5718,9961,4096,5865,5534,2073,3461,273
愛川町,39869,20883,18986,36633,19117,17516,4231,2189,2042,23225,12718,10507,11947,5679,6268,5418,2406,3012,2831
清川村,3038,1556,1482,3016,1548,1468,306,143,163,1600,881,719,1131,531,600,500,218,282,22
