市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
下関市,255051,118683,136368,249196,115771,133425,28155,14387,13768,133298,65281,68017,90326,36995,53331,47776,17384,30392,3872
宇部市,162570,77793,84777,159420,76240,83180,18676,9644,9032,87786,44239,43547,54008,22734,31274,27773,10364,17409,1682
山口市,193966,92352,101614,189145,89856,99289,24166,12354,11812,109862,54160,55702,56173,23682,32491,29218,10786,18432,1547
萩市,44626,20610,24016,44203,20464,23739,3910,1987,1923,20919,10405,10514,19613,8095,11518,10436,3757,6679,380
防府市,113979,54951,59028,111943,54098,57845,14658,7565,7093,63274,32104,31170,35036,14808,20228,18227,6891,11336,1175
下松市,55887,27405,28482,55204,26958,28246,7779,3957,3822,31231,16083,15148,16521,7066,9455,8591,3367,5224,561
岩国市,129125,60981,68144,126304,59769,66535,14495,7374,7121,67305,33430,33875,46114,19605,26509,25073,9423,15650,1769
光市,49798,23711,26087,49062,23332,25730,5702,2945,2757,25763,12949,12814,17834,7577,10257,9820,3947,5873,436
長門市,32519,15040,17479,32030,14847,17183,3039,1573,1466,15077,7462,7615,14318,5939,8379,7554,2720,4834,457
柳井市,30799,14345,16454,30424,14198,16226,3241,1674,1567,15268,7569,7699,12004,4964,7040,6484,2340,4144,164
美祢市,23247,10857,12390,23011,10712,12299,1963,1025,938,11302,5646,5656,9898,4126,5772,5272,1890,3382,195
周南市,137540,66686,70854,132140,63816,68324,15493,7914,7579,72235,36833,35402,44734,19145,25589,23199,9058,14141,1162
山陽小野田市,60326,28635,31691,59330,28116,31214,7337,3778,3559,32095,16079,16016,20451,8554,11897,10449,3831,6618,627
周防大島町,14798,6828,7970,14699,6796,7903,934,492,442,5778,2935,2843,8071,3387,4684,4810,1791,3019,99
和木町,6034,2947,3087,5929,2891,3038,1010,507,503,3349,1680,1669,1646,740,906,831,313,518,77
上関町,2342,1084,1258,2338,1082,1256,147,66,81,874,487,387,1321,531,790,804,280,524,4
田布施町,14483,6908,7575,14387,6873,7514,1558,779,779,7651,3825,3826,5230,2279,2951,2783,1138,1645,59
平生町,11914,5553,6361,11799,5509,6290,1083,551,532,5654,2781,2873,5138,2200,2938,3005,1168,1837,86
阿武町,3055,1367,1688,3029,1363,1666,262,135,127,1271,624,647,1521,607,914,839,265,574,26
