市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
鹿児島市,593128,276130,316998,563096,260548,302548,75680,39072,36608,321038,149460,171578,158804,67201,91603,78289,29420,48869,2432
鹿屋市,101096,48390,52706,99258,47493,51765,15134,7726,7408,54584,26817,27767,29928,12960,16968,15549,5944,9605,541
枕崎市,20033,9178,10855,19631,9127,10504,2031,1050,981,9758,4662,5096,8192,3436,4756,4226,1523,2703,373
阿久根市,19270,9064,10206,19140,9025,10115,1967,1030,937,9177,4600,4577,8050,3393,4657,4663,1715,2948,108
出水市,51994,24237,27757,50854,23923,26931,6822,3517,3305,27139,12985,14154,17372,7393,9979,9060,3406,5654,763
指宿市,39011,18107,20904,38589,17996,20593,4554,2371,2183,18928,9007,9921,15411,6656,8755,8061,3046,5015,337
西之表市,14708,7049,7659,14630,7023,7607,1820,937,883,7284,3734,3550,5598,2372,3226,2973,1083,1890,77
垂水市,13819,6397,7422,13552,6361,7191,1270,651,619,6482,3120,3362,5898,2530,3368,3160,1151,2009,264
薩摩川内市,92403,44570,47833,91176,44010,47166,12750,6516,6234,49189,24862,24327,29697,12741,16956,15630,5739,9891,472
日置市,47153,22167,24986,46801,21981,24820,6134,3201,2933,24323,11755,12568,16626,7170,9456,8734,3219,5515,315
曽於市,33310,15556,17754,32919,15473,17446,3654,1868,1786,15819,7754,8065,13797,5906,7891,7605,2790,4815,362
霧島市,123135,58976,64159,120880,57986,62894,17537,8931,8606,69521,34205,35316,33905,14780,19125,16980,6401,10579,655
いちき串木野市,27490,12742,14748,27268,12659,14609,3165,1610,1555,14107,6744,7363,10172,4362,5810,5378,2036,3342,206
南さつま市,32887,15107,17780,32645,15047,17598,3656,1898,1758,15698,7414,8284,13016,5569,7447,7100,2570,4530,217
志布志市,29329,13998,15331,28832,13794,15038,4016,2053,1963,14579,7175,7404,10513,4629,5884,5578,2131,3447,328
奄美市,41390,19778,21612,41234,19707,21527,5685,2917,2768,22168,11147,11021,13441,5657,7784,6821,2457,4364,102
南九州市,33080,15447,17633,32705,15308,17397,3684,1867,1817,16138,7931,8207,13247,5640,7607,7319,2615,4704,369
伊佐市,24453,11327,13126,24304,11281,13023,2754,1427,1327,11490,5651,5839,10166,4223,5943,5664,2030,3634,120
姶良市,76348,35748,40600,75733,35439,40294,10978,5609,5369,40949,19520,21429,23946,10315,13631,12196,4713,7483,351
三島村,405,191,214,402,189,213,95,45,50,203,104,99,107,42,65,65,21,44,3
十島村,740,412,328,731,404,327,143,77,66,393,232,161,204,103,101,101,38,63,9
さつま町,20243,9439,10804,19827,9325,10502,2199,1137,1062,9553,4758,4795,8447,3512,4935,4800,1683,3117,403
長島町,9705,4706,4999,9627,4676,4951,1384,725,659,4768,2451,2317,3545,1525,2020,1878,690,1188,78
湧水町,9119,4403,4716,9031,4386,4645,890,470,420,4201,2225,1976,4026,1706,2320,2288,817,1471,88
大崎町,12385,5868,6517,12082,5817,6265,1417,741,676,6082,2976,3106,4869,2139,2730,2537,999,1538,303
東串良町,6237,2946,3291,6110,2922,3188,878,479,399,3066,1494,1572,2287,970,1317,1323,483,840,126
錦江町,6944,3259,3685,6875,3246,3629,699,330,369,3011,1520,1491,3233,1408,1825,1914,704,1210,69
南大隅町,6481,3078,3403,6458,3073,3385,583,294,289,2701,1419,1282,3197,1365,1832,1927,715,1212,23
肝付町,14227,6982,7245,14159,6948,7211,1654,916,738,6687,3476,3211,5886,2590,3296,3349,1295,2054,68
中種子町,7539,3549,3990,7519,3545,3974,951,468,483,3618,1853,1765,2967,1226,1741,1712,602,1110,19
南種子町,5445,2726,2719,5432,2720,2712,725,380,345,2751,1497,1254,1963,843,1120,1091,400,691,13
屋久島町,11858,5800,6058,11754,5770,5984,1607,804,803,5926,3026,2900,4315,1963,2352,2092,802,1290,101
大和村,1364,673,691,1363,672,691,141,84,57,636,338,298,586,250,336,338,120,218,1
宇検村,1621,792,829,1617,788,829,203,101,102,718,370,348,700,321,379,360,140,220,4
瀬戸内町,8546,4215,4331,8510,4191,4319,1043,526,517,4227,2287,1940,3251,1387,1864,1745,616,1129,14
龍郷町,5817,2812,3005,5798,2800,2998,918,484,434,2990,1471,1519,1906,854,1052,1027,399,628,17
喜界町,6629,3255,3374,6590,3250,3340,824,411,413,3118,1656,1462,2663,1178,1485,1405,518,887,38
徳之島町,10147,4967,5180,10105,4961,5144,1533,795,738,5246,2662,2584,3368,1510,1858,1763,671,1092,41
天城町,5517,2788,2729,5487,2787,2700,769,409,360,2701,1461,1240,2047,918,1129,1118,426,692,30
伊仙町,6139,3074,3065,6115,3067,3048,985,491,494,2831,1516,1315,2323,1067,1256,1314,512,802,24
和泊町,6246,3081,3165,6138,3047,3091,904,468,436,3075,1609,1466,2267,1004,1263,1126,419,707,108
知名町,5750,2862,2888,5683,2857,2826,798,390,408,2745,1430,1315,2163,1024,1139,1103,450,653,53
与論町,5115,2460,2655,5103,2457,2646,747,366,381,2576,1317,1259,1792,777,1015,992,369,623,12
所属未定地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
