id,物件名,ホストID,ホスト名,基礎自治体名,latitude,longitude,物件種別,一日あたりの金額（円）,最小宿泊日数,レビュー数,最新レビューの日付,月間レビュー数,ホストがこの自治体で持っている物件の数,次の365日間でその物件が予約可能な日数,過去12ヶ月間のレビュー数,ライセンス
40455474,東池袋駅から徒歩7分、畳の家，新宿＆渋谷へ楽々移動,243997738,Yuko,文京区,35.72295,139.72382,Entire home/apt,22188,2,25,2025-09-16,0.36,1,242,9,M130020688
42216324,Former Stone Smith's house - Newly Renovated,27384892,Tackt,文京区,35.7277,139.7526,Entire home/apt,,1,2,2022-01-01,0.04,1,0,0,M130017638
42590563,極楽な谷中＊暮らすように旅する昭和レトロな隠れ家/長期滞在可/台所付2部屋調理ok/新設シャワー室付,120678368,Mie,文京区,35.71977,139.76492,Entire home/apt,13653,2,70,2025-09-27,2.01,4,311,24,Hotels and Inns Business Act | 東京都台東区台東保健所 | 2台台健生環き第10101号
45092349,New House opened! 61㎡ Sweet Room90m walk from St,349272614,薫,文京区,35.71154,139.73316,Entire home/apt,34200,2,83,2025-06-26,1.39,20,285,6,Hotels and Inns Business Act | 文京区文京保健所長　佐藤壽志子 | 2019文文生環き第507号
45134404,【新装オープン記念！】都心にある広々70平米スーパースイート／最上階ペントハウス・駅徒歩90秒/4F,349272614,薫,文京区,35.71138,139.73319,Entire home/apt,36772,2,156,2025-08-15,2.61,20,298,9,Hotels and Inns Business Act | 文京区文京保健所長　佐藤 壽志子 | 2019文文生環き第507号
45146267,【新装オープン記念！】都心にある広々40平米／駅徒歩90秒/主要都市へのアクセス抜群/201,349272614,薫,文京区,35.70959,139.73265,Entire home/apt,25972,2,59,2025-05-13,0.99,20,309,8,Hotels and Inns Business Act | 文京区文京保健所長　佐藤壽志子 | 2019文文生環き第507号
45165233,【新装オープン記念！】都心にある広々40平米／駅徒歩90秒/主要都市へのアクセス抜群/202,349272614,薫,文京区,35.7093,139.73321,Entire home/apt,26615,2,104,2025-06-23,1.74,20,272,10,Hotels and Inns Business Act | 文京区文京保健所長　佐藤壽志子 | 2019文文生環き第507号
45165310,【新装オープン記念！】都心にある広々40平米／駅徒歩90秒/主要都市へのアクセス抜群/301,349272614,薫,文京区,35.70925,139.73396,Entire home/apt,26615,2,41,2025-04-21,0.69,20,298,3,Hotels and Inns Business Act | 文京区文京保健所長　佐藤壽志子 | 2019文文生環き第507号
45165400,新築の綺麗な一軒家を貸切！  3ベッドルーム＋LOFT(広々80㎡超！）東新宿ハウス,349272614,薫,文京区,35.71,139.73258,Entire home/apt,49600,2,33,2024-11-29,0.57,20,315,4,Hotels and Inns Business Act | 文京区文京保健所長　佐藤壽志子 | 2019文文生環き第507号
45336845,Japan House Edogawabashi#3 mins to nearest sta.,331066175,Win,文京区,35.70946,139.72968,Entire home/apt,,1,87,2025-06-14,1.43,10,130,16,Hotels and Inns Business Act | 新宿区保健所 | 3新保衛環第19号
45368811,Japan House Edogawabashi#3 mins to nearest sta.,331066175,Win,文京区,35.70866,139.73114,Entire home/apt,13875,1,75,2025-09-12,1.23,10,128,21,Hotels and Inns Business Act | 新宿区保健所 | 3新保衛環第19号
45822032,成田空港から京成上野駅まで41分、交通便利、天満宮神社、東京大学、上野公園、アメ横、秋葉原,371483625,Kun,文京区,35.70645,139.76671,Entire home/apt,,2,14,2023-06-28,0.25,9,0,0,Hotels and Inns Business Act | 文京区文京保健所 | ２０２０文文生環き第　５０１　号
46180000,New#Luxury#5mins to Station#Max6ppl#Free WIFI#,287720765,Naoki,文京区,35.70631,139.76996,Entire home/apt,14793,1,103,2025-09-23,1.88,17,167,37,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第236号
46476178,Uhome Suido 401・New OPEN Modern Private Rm nr Sta.,73463626,Rui,文京区,35.70994,139.73738,Entire home/apt,15802,1,33,2025-07-28,0.57,47,36,28,M130027318
46476243,Uhome Suido 501 New OPEN Modern Private Rm nr Sta.,73463626,Rui,文京区,35.70964,139.73931,Entire home/apt,15802,1,68,2025-09-15,1.18,47,32,20,M130027321
46476285,Uhome Suido 402・New OPEN Modern Private Rm nr Sta.,73463626,Rui,文京区,35.70917,139.73924,Entire home/apt,14503,1,53,2025-09-22,1.10,47,23,22,M130027319
46476301,Uhome Suido 502・New OPEN Modern Private Rm nr Sta.,73463626,Rui,文京区,35.71115,139.73797,Entire home/apt,14503,1,73,2025-09-15,1.65,47,29,18,M130027322
46476351,Uhome Suido 403New OPEN Modern Private Rm nr Sta.,73463626,Rui,文京区,35.71064,139.7373,Entire home/apt,13308,1,14,2025-09-01,0.24,47,31,5,M130027320
46993570,和室1名・無料Wi-Fi！谷根千エリアの中心！日暮里・西日暮里・千駄木駅が最寄！,249333581,Sakura Hotel Nippori,文京区,35.72806,139.7633,Private room,10543,1,12,2023-12-27,0.24,7,227,0,Hotels and Inns Business Act | 文京区文京保健所 | 28文文生環き第504号
46994088,シングルルーム・無料Wi-Fi！谷根千エリアの中心！日暮里・西日暮里・千駄木駅が最寄,249333581,Sakura Hotel Nippori,文京区,35.72769,139.76347,Private room,10543,1,3,2025-03-05,0.12,7,315,1,Hotels and Inns Business Act | 文京区文京保健所 | 28文文生環き第504号
46998836,和室3名・無料Wi-FiでテレワークOK！谷根千エリアの中心！日暮里・西日暮里・千駄木駅が最寄！,249333581,Sakura Hotel Nippori,文京区,35.72762,139.76321,Private room,20958,1,4,2024-01-17,0.13,7,337,0,Hotels and Inns Business Act | 文京区文京保健所 | 28文文生環き第504号
47300536,Uhome Sendagi 401 2LDK/Modern Private Rm nr Sta.,73463626,Rui,文京区,35.72578,139.76197,Entire home/apt,21022,1,46,2025-08-15,0.86,47,67,12,M130027333
47301901,Uhome Sendagi 3011LDK/A Cozy Private Rm nr Sta.,73463626,Rui,文京区,35.72395,139.76164,Entire home/apt,26422,1,38,2025-08-13,0.82,47,104,24,M130027331
47301964,Uhome Sendagi 501 1LDK/A Cozy Private Rm nr Sta.,73463626,Rui,文京区,35.72607,139.76086,Entire home/apt,22835,1,34,2025-05-12,0.59,47,75,6,M130027334
47302095,Uhome Sendagi 302 1LDK/New OPEN Private Rm nr Sta,73463626,Rui,文京区,35.72573,139.76208,Entire home/apt,10800,1,53,2025-09-27,1.37,47,71,20,M130027332
47302142,Uhome Sendagi 502・1R/Modern Private Rm nr Sta.,73463626,Rui,文京区,35.72383,139.76165,Entire home/apt,9618,1,45,2025-08-03,0.79,47,84,18,M130027335
51157316,Studio G2~❷LOFT Apartment/Ikebukuro/Free Wi-Fi,239692287,Shu,文京区,35.72278,139.72368,Entire home/apt,8763,1,21,2025-05-06,0.45,16,146,3,M130029380
51157626,Studio G2~❺LOFT Apartment/Ikebukuro/Free Wi-Fi,239692287,Shu,文京区,35.7233,139.72391,Entire home/apt,8286,1,45,2025-08-14,0.89,16,120,8,M130029382
52014906,Tokyo Ueno Youth Hostel 4 beds room B 東京上野YH 4名室 B,410019813,東京上野ユースホステル,文京区,35.70746,139.76966,Private room,,1,0,,,6,0,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 2台台健生環き第10177号
53611957,東京ドーム徒歩圏-白山駅２分-Room7,44701299,Smile Home,文京区,35.71858,139.75092,Private room,4268,1,60,2025-09-13,2.27,6,201,33,Hotels and Inns Business Act | 文京区文京保健所 | ２９文文生環き第　５０１　号
53611963,東京ドーム徒歩圏-白山駅２分-Room５,44701299,Smile Home,文京区,35.72055226243721,139.74952234383701,Private room,4435,1,49,2025-08-25,1.88,6,52,35,Hotels and Inns Business Act | 文京区文京保健所 | 29文文生環き第501号
53761528,Art Hotel/Deluxe Studio (201)/Kitchen/4 people,435425440,BnA STUDIO Akihabara,文京区,35.70262,139.76808,Private room,46500,1,4,2025-04-26,0.10,4,125,2,Hotels and Inns Business Act | 千代田区千代田保健所 | 29千千保生環き第94号
578085190860377109,晴空塔景观房 西日暮里JR山手线/地铁 双线车站5分钟92,448569398,春瑶,文京区,35.72941,139.76171,Entire home/apt,12572,2,60,2025-08-04,1.45,12,20,19,M130030651
643881496294310440,<Built in 2022> Designers room / Wi-Fi / Sugamo201,462984916,圭太,文京区,35.72983,139.73996,Entire home/apt,21850,2,54,2025-08-05,1.50,21,185,11,M130031224
643885491231687132,<Built in 2022> Designers room / Wi-Fi / Sugamo302,462984916,圭太,文京区,35.73069,139.74179,Entire home/apt,11312,2,15,2025-02-15,0.42,21,133,1,M130031229
643890207191140938,<Built in 2022> Designers room / Wi-Fi / Sugamo403,462984916,圭太,文京区,35.72937,139.74118,Entire home/apt,11312,2,33,2025-02-22,0.86,21,121,5,M130031227
