id,物件名,ホストID,ホスト名,基礎自治体名,latitude,longitude,物件種別,一日あたりの金額（円）,最小宿泊日数,レビュー数,最新レビューの日付,月間レビュー数,ホストがこの自治体で持っている物件の数,次の365日間でその物件が予約可能な日数,過去12ヶ月間のレビュー数,ライセンス
22947785,羽村駅徒歩14分テラス付き素敵なメゾネット！A1,169807146,陽子,羽村市,35.76276,139.3219,Entire home/apt,7736,5,20,2025-07-12,0.24,7,263,4,M130004552
22987845,【B3】JR羽村駅徒歩14分　凝った内装でゆったり2DK/B3,169807146,陽子,羽村市,35.76472,139.32737,Entire home/apt,11274,12,8,2024-11-27,0.09,7,263,2,M130004550
22988271,【B5】羽村駅徒歩14分の2DK！自然派にもオススメB5,169807146,陽子,羽村市,35.76268,139.32683,Entire home/apt,7736,12,18,2025-04-15,0.23,7,358,3,M130004551
37401769,レトロRetro201 羽村駅0.6/横田基地1.5mi 2名〜12時 駐車小型ペット可,38919757,Max Masaking,羽村市,35.750341220674315,139.3139993974514,Entire home/apt,6569,1,71,2025-09-18,1.05,21,180,4,M130023179
992782073116854008,レトロRetro203 羽村駅0.6/横田基地1.5mi 2名〜12時 小型駐車 ペット可,38919757,Max Masaking,羽村市,35.75056336444379,139.31389310267045,Entire home/apt,7112,1,7,2025-05-05,0.35,21,180,5,M130037020
1263360620384538701,レトロRetro202 羽村駅0.6/横田基地1.5mi 2名〜12時 駐車1台ペット可 ’24,38919757,Max Masaking,羽村市,35.75024372228315,139.31449035421159,Entire home/apt,7614,1,4,2025-09-16,0.74,21,180,4,M130044505
1432212254320542813,【B2】羽村駅徒歩14分の2DK！長期暮らしにおすすめ！,169807146,陽子,羽村市,35.76290604455172,139.327371528713,Entire home/apt,7736,5,1,2025-06-16,0.28,7,358,1,M130004549
