年度,事故種別,上半期,下半期,緯度,経度
令和1年,,1,0,35.59909663160,139.72375885700
令和1年,,1,0,35.60182001000,139.72224395900
令和1年,,1,0,35.60110142880,139.71892329200
令和1年,,1,0,35.60154904930,139.71939718000
令和1年,,1,0,35.60312492060,139.72795847400
令和1年,,1,0,35.60632673350,139.72803458500
令和1年,,1,0,35.60721678130,139.72996085900
令和1年,,1,0,35.60484059070,139.73565188300
令和1年,,1,0,35.61242730540,139.72032071500
令和1年,,1,0,35.61131542450,139.72363705900
令和1年,,1,0,35.61193649910,139.72473871300
令和1年,,1,0,35.60960353920,139.72285817600
令和1年,,1,0,35.61057140460,139.71859293800
令和1年,,1,0,35.61049393680,139.71863685600
令和1年,,1,0,35.61029795750,139.71945486800
令和1年,,1,0,35.60931296870,139.71817857200
令和1年,,1,0,35.60856727240,139.71774888000
令和1年,,1,0,35.60809173780,139.71926816900
令和1年,,1,0,35.61007864380,139.71461450600
令和1年,,1,0,35.60938760180,139.71520691600
令和1年,,1,0,35.60939909610,139.71476883300
令和1年,,1,0,35.60932728280,139.71449879800
令和1年,,1,0,35.60918402980,139.71433838600
令和1年,,1,0,35.60823602890,139.71433979000
令和1年,,1,0,35.61533231700,139.72180616400
令和1年,,1,0,35.61444922360,139.72107723300
令和1年,,1,0,35.61948257740,139.72904400700
令和1年,,1,0,35.61973896100,139.72905097600
令和1年,,1,0,35.62127608600,139.72774188900
令和1年,,1,0,35.62118794840,139.72923164900
令和1年,,1,0,35.62177393110,139.73119519000
令和1年,,1,0,35.62119016650,139.73183122100
令和1年,,1,0,35.61961747190,139.73343965600
令和1年,,1,0,35.62256798590,139.73986201300
令和1年,,1,0,35.62439264130,139.74012277900
令和1年,,1,0,35.59907848060,139.73472811400
令和1年,,1,0,35.59841941400,139.73814537300
令和1年,,1,0,35.59457338110,139.72105115400
令和1年,,1,0,35.59661201090,139.71802321100
令和1年,,1,0,35.60073282340,139.71281947400
令和1年,,1,0,35.59898388580,139.73063156300
令和1年,,1,0,35.60233285150,139.75160151800
令和1年,,1,0,35.60042166150,139.75569162400
令和1年,,1,0,35.60022489660,139.75567721400
令和1年,,1,0,35.60412430080,139.75578295600
令和1年,,1,0,35.59215662550,139.71935727500
令和1年,,1,0,35.62422961370,139.71797091600
令和1年,,1,0,35.61689524760,139.74160311800
令和1年,,1,0,35.62522845010,139.71836420800
令和1年,,1,0,35.59834509340,139.74282717300
令和1年,,0,1,35.64143486510,139.71871766400
令和1年,,0,1,35.63627324540,139.71445514600
令和1年,,0,1,35.63585549210,139.71453756400
令和1年,,0,1,35.63482699280,139.71440587200
令和1年,,0,1,35.63496804770,139.71621925000
令和1年,,0,1,35.63479242600,139.71612368600
令和1年,,0,1,35.63397702860,139.71539103700
令和1年,,0,1,35.63385294750,139.71532344400
令和1年,,0,1,35.63373076290,139.71524416300
令和1年,,0,1,35.63382860310,139.71677421200
令和1年,,0,1,35.63359159640,139.71881831300
令和1年,,0,1,35.63287503490,139.71619542700
令和1年,,0,1,35.62938168980,139.72013358500
令和1年,,0,1,35.62839578510,139.71333121900
令和1年,,0,1,35.62815059920,139.71283557800
令和1年,,0,1,35.62815912870,139.71277948000
令和1年,,0,1,35.62776928610,139.71358629200
令和1年,,0,1,35.62747505990,139.71413881800
令和1年,,0,1,35.62790203870,139.71956269400
令和1年,,0,1,35.62794480950,139.71939613000
令和1年,,0,1,35.62786307430,139.71623268000
令和1年,,0,1,35.62618742240,139.71907000500
令和1年,,0,1,35.62610173300,139.71675519500
令和1年,,0,1,35.62658628100,139.71534142600
令和1年,,0,1,35.62795438880,139.72198933700
令和1年,,0,1,35.62726841780,139.72425632500
令和1年,,0,1,35.62722992400,139.72454483500
令和1年,,0,1,35.62734622090,139.72458119100
令和1年,,0,1,35.62660011500,139.72367301900
令和1年,,0,1,35.62738864730,139.72207264300
令和1年,,0,1,35.62758515180,139.72180216800
令和1年,,0,1,35.62695806200,139.72067112100
令和1年,,0,1,35.62684503500,139.72094513000
令和1年,,0,1,35.62447410140,139.71994800900
令和1年,,0,1,35.62414731200,139.72116067600
令和1年,,0,1,35.62461267690,139.72149228900
令和1年,,0,1,35.62395018300,139.72075931800
令和1年,,0,1,35.62384606160,139.72099314100
令和1年,,0,1,35.62374744920,139.72074134600
令和1年,,0,1,35.62366694850,139.72073050500
令和1年,,0,1,35.62362222130,139.72071961400
令和1年,,0,1,35.62444137230,139.72323051600
令和1年,,0,1,35.62359705350,139.72251238800
令和1年,,0,1,35.62306073880,139.72282712900
令和1年,,0,1,35.62657038170,139.71253394000
令和1年,,0,1,35.62532085800,139.71151492200
令和1年,,0,1,35.62618808610,139.70948493600
令和1年,,0,1,35.62583657570,139.70974106900
令和1年,,0,1,35.62465678910,139.71046583200
令和1年,,0,1,35.62452514950,139.71000597700
令和1年,,0,1,35.62693266700,139.71471252000
令和1年,,0,1,35.62506150660,139.71725899700
令和1年,,0,1,35.62454325730,139.71774536100
令和1年,,0,1,35.62359760750,139.71708950700
令和1年,,0,1,35.62268598650,139.71771882500
令和1年,,0,1,35.62208982740,139.71778905400
令和1年,,0,1,35.62189342590,139.71815810000
令和1年,,0,1,35.62306900150,139.71308858600
令和1年,,0,1,35.62077557930,139.71824002700
令和1年,,0,1,35.62101674690,139.71792203700
令和1年,,0,1,35.62072164660,139.71795532100
令和1年,,0,1,35.62057852790,139.71792996900
令和1年,,0,1,35.62011067220,139.71812049500
令和1年,,0,1,35.62040008240,139.71837200200
令和1年,,0,1,35.61977289310,139.71717171300
令和1年,,0,1,35.61959962080,139.71679225800
令和1年,,0,1,35.61973648760,139.71651823300
令和1年,,0,1,35.61996292950,139.71639011800
令和1年,,0,1,35.62297862420,139.71853955200
令和1年,,0,1,35.62139159400,139.71993069700
令和1年,,0,1,35.62388984610,139.72127227600
令和1年,,0,1,35.62369665270,139.72125502000
令和1年,,0,1,35.61838870170,139.71836210300
令和1年,,0,1,35.61922120940,139.71730066100
令和1年,,0,1,35.61878155260,139.71767369600
令和1年,,0,1,35.61850282960,139.71799830300
令和1年,,0,1,35.61825644820,139.71847620200
令和1年,,0,1,35.62342620950,139.70703678900
令和1年,,0,1,35.62226972120,139.70362484400
令和1年,,0,1,35.62229359530,139.70364817200
令和1年,,0,1,35.62538156640,139.69885855200
令和1年,,0,1,35.61983412470,139.70306213700
令和1年,,0,1,35.61960316130,139.70340716800
令和1年,,0,1,35.61945149680,139.71658551000
令和1年,,0,1,35.61930632290,139.71690116700
令和1年,,0,1,35.61770992880,139.71355922900
令和1年,,0,1,35.61765760890,139.71370826500
令和1年,,0,1,35.61751625400,139.71306007200
令和1年,,0,1,35.61752106170,139.71309803500
令和1年,,0,1,35.61748276330,139.71295789700
令和1年,,0,1,35.61715044470,139.71214351300
令和1年,,0,1,35.61658641750,139.71096732000
令和1年,,0,1,35.61658138940,139.71071322700
令和1年,,0,1,35.61538483740,139.70904151600
令和1年,,0,1,35.61544183080,139.70880485400
令和1年,,0,1,35.61545619460,139.70885740300
令和1年,,0,1,35.61547533110,139.70891286600
令和1年,,0,1,35.61584690490,139.70845666600
令和1年,,0,1,35.61603715130,139.70793064700
令和1年,,0,1,35.61612774730,139.70790129900
令和1年,,0,1,35.61729705220,139.70629307200
令和1年,,0,1,35.61784469950,139.70545979300
令和1年,,0,1,35.62115422240,139.70760063300
令和1年,,0,1,35.61741929870,139.71755522600
令和1年,,0,1,35.61623827280,139.71703996600
令和1年,,0,1,35.61638158260,139.71726319100
令和1年,,0,1,35.61523255210,139.71654199000
令和1年,,0,1,35.61544286640,139.71577062900
令和1年,,0,1,35.61571721920,139.71464430900
令和1年,,0,1,35.61581693990,139.71419291700
令和1年,,0,1,35.61521087030,139.70916883300
令和1年,,0,1,35.61518587400,139.70921268100
令和1年,,0,1,35.61480749280,139.71001060000
令和1年,,0,1,35.61421768070,139.71045397900
令和1年,,0,1,35.61360454070,139.71259717300
令和1年,,0,1,35.61367943240,139.71236487300
令和1年,,0,1,35.61312498130,139.71240513500
令和1年,,0,1,35.61311703040,139.71520890100
令和1年,,0,1,35.61228247030,139.71415873100
令和1年,,0,1,35.61176778020,139.71461509700
令和1年,,0,1,35.61185707170,139.71447039900
令和1年,,0,1,35.61153222130,139.71517180400
令和1年,,0,1,35.61247338020,139.71549022000
令和1年,,0,1,35.61276340320,139.71575264600
令和1年,,0,1,35.61243061460,139.71565675400
令和1年,,0,1,35.63476022620,139.71960731300
令和1年,,0,1,35.63508216690,139.72563949800
令和1年,,0,1,35.63261173340,139.72567111400
令和1年,,0,1,35.63064566280,139.72911012100
令和1年,,0,1,35.62791405390,139.72538632300
令和1年,,0,1,35.63105935130,139.72233233100
令和1年,,0,1,35.62666117640,139.72716693900
令和1年,,0,1,35.62582505780,139.72558776200
令和1年,,0,1,35.62563386350,139.72782845000
令和1年,,0,1,35.62544402060,139.72891824200
令和1年,,0,1,35.62538919060,139.72894460300
令和1年,,0,1,35.62573062310,139.72939692000
令和1年,,0,1,35.62519225040,139.73011326500
令和1年,,0,1,35.62446967910,139.73300159300
令和1年,,0,1,35.62358586410,139.73275295500
令和1年,,0,1,35.62362913550,139.73316475600
令和1年,,0,1,35.62255010020,139.72340402100
令和1年,,0,1,35.62074643460,139.72663111300
令和1年,,0,1,35.62477480450,139.72670395900
令和1年,,0,1,35.62374829740,139.72896906900
令和1年,,0,1,35.62369559340,139.73007910300
令和1年,,0,1,35.62245693070,139.73543327500
令和1年,,0,1,35.62149068760,139.73499632100
令和1年,,0,1,35.62320133960,139.73806121800
令和1年,,0,1,35.62323412920,139.73805752800
令和1年,,0,1,35.62362453290,139.73790006300
令和1年,,0,1,35.62210483590,139.73876353500
令和1年,,0,1,35.62200650160,139.73881841800
令和1年,,0,1,35.62189923240,139.73888426400
令和1年,,0,1,35.62167896570,139.73931535500
令和1年,,0,1,35.61812977400,139.73142980700
令和1年,,0,1,35.61849614560,139.73036618000
令和1年,,0,1,35.61876264890,139.72965900900
令和1年,,0,1,35.61653646890,139.73120985400
令和1年,,0,1,35.61713665150,139.71839149700
令和1年,,0,1,35.61459607240,139.72022344700
令和1年,,0,1,35.61388709990,139.72737408600
令和1年,,0,1,35.61076371300,139.71790997200
令和1年,,0,1,35.61097278180,139.71707440900
令和1年,,0,1,35.61148173420,139.71561341400
令和1年,,0,1,35.61388106560,139.72072095600
令和1年,,0,1,35.61484184740,139.71784570000
令和1年,,0,1,35.61416755150,139.73178968700
令和1年,,0,1,35.61166246300,139.73068889500
令和1年,,0,1,35.61008677630,139.72877508100
令和1年,,0,1,35.60817268520,139.72718303400
令和1年,,0,1,35.60809739650,139.72835713300
令和1年,,0,1,35.60812609680,139.72845054800
令和1年,,0,1,35.60962505680,139.72987961200
令和1年,,0,1,35.60790879530,139.73090395700
令和1年,,0,1,35.60771895550,139.73203146600
令和1年,,0,1,35.60764318170,139.73267988600
令和1年,,0,1,35.60765261880,139.73255721800
令和1年,,0,1,35.60742373580,139.73263927500
令和1年,,0,1,35.60819595710,139.73205422800
令和1年,,0,1,35.61689402740,139.73530278100
令和1年,,0,1,35.61617970660,139.73672894900
令和1年,,0,1,35.62057990690,139.73980807400
令和1年,,0,1,35.61694981200,139.73946765500
令和1年,,0,1,35.61692144300,139.73978896700
令和1年,,0,1,35.61691739520,139.74072360100
令和1年,,0,1,35.61666950390,139.74090497100
令和1年,,0,1,35.61665046940,139.74096340700
令和1年,,0,1,35.61716078120,139.74088688100
令和1年,,0,1,35.61719909200,139.74108544600
令和1年,,0,1,35.61709893040,139.74109140300
令和1年,,0,1,35.61706074950,139.74106223900
令和1年,,0,1,35.61811480210,139.74096172300
令和1年,,0,1,35.62044744040,139.74602524500
令和1年,,0,1,35.62021225340,139.74647165800
令和1年,,0,1,35.61516773320,139.74669105000
令和1年,,0,1,35.61216219640,139.73806408700
令和1年,,0,1,35.61275174390,139.74175206000
令和1年,,0,1,35.61159648500,139.74205565100
令和1年,,0,1,35.61103836310,139.74198619300
令和1年,,0,1,35.61017295580,139.74240334400
令和1年,,0,1,35.61005846690,139.74238595100
令和1年,,0,1,35.60959336320,139.74232514800
令和1年,,0,1,35.60905632370,139.74175189100
令和1年,,0,1,35.60681079190,139.74315183700
令和1年,,0,1,35.60675362290,139.74324389200
令和1年,,0,1,35.60713488330,139.73666827400
令和1年,,0,1,35.60716270970,139.74701070000
