年度,事故種別,上半期,下半期,緯度,経度
令和1年,,0,1,35.60887401900,139.74719868900
令和1年,,0,1,35.61041603880,139.74415973700
令和1年,,0,1,35.61035106690,139.74499214500
令和1年,,0,1,35.61020659300,139.74313050300
令和1年,,0,1,35.61086366700,139.74477984600
令和1年,,0,1,35.61156918080,139.74749515300
令和1年,,0,1,35.61141068410,139.74763550700
令和1年,,0,1,35.61247357190,139.74490219500
令和1年,,0,1,35.61691139090,139.74751135100
令和1年,,0,1,35.61575633430,139.74868377500
令和1年,,0,1,35.61701567180,139.75055170900
令和1年,,0,1,35.61719766820,139.74763517600
令和1年,,0,1,35.61337252870,139.75027070500
令和1年,,0,1,35.61234094970,139.75011844300
令和1年,,0,1,35.61849515590,139.70072928800
令和1年,,0,1,35.61871581400,139.70318486100
令和1年,,0,1,35.61845208940,139.70467123000
令和1年,,0,1,35.61553000820,139.70695037700
令和1年,,0,1,35.61378092390,139.70775629400
令和1年,,0,1,35.61139127900,139.70608438400
令和1年,,0,1,35.61172800060,139.70315602300
令和1年,,0,1,35.61205440650,139.70175728700
令和1年,,0,1,35.61277190730,139.70088724400
令和1年,,0,1,35.61721240040,139.69962036100
令和1年,,0,1,35.61436640000,139.69638229500
令和1年,,0,1,35.60887178940,139.70481065200
令和1年,,0,1,35.60716780670,139.70373138400
令和1年,,0,1,35.60590184910,139.70083793400
令和1年,,0,1,35.60584442820,139.70067157100
令和1年,,0,1,35.60482370350,139.69960881600
令和1年,,0,1,35.60436452210,139.69846191800
令和1年,,0,1,35.60452561610,139.69856239700
令和1年,,0,1,35.61399788450,139.70910158900
令和1年,,0,1,35.61304597700,139.70878325800
令和1年,,0,1,35.61267651350,139.71130719500
令和1年,,0,1,35.61101211950,139.71040290700
令和1年,,0,1,35.61106144500,139.70966248400
令和1年,,0,1,35.60938590420,139.71186853600
令和1年,,0,1,35.61030718740,139.71376837200
令和1年,,0,1,35.61081285350,139.71504241500
令和1年,,0,1,35.60934181170,139.71428672600
令和1年,,0,1,35.60903068500,139.71439232300
令和1年,,0,1,35.60853682300,139.71420468700
令和1年,,0,1,35.60764942910,139.71399573500
令和1年,,0,1,35.60703417910,139.71405359600
令和1年,,0,1,35.60609305040,139.71377026100
令和1年,,0,1,35.60591466800,139.71426114000
令和1年,,0,1,35.60728723000,139.70957192100
令和1年,,0,1,35.60796875270,139.70448501300
令和1年,,0,1,35.60764656990,139.70427964300
令和1年,,0,1,35.60593354570,139.70411126300
令和1年,,0,1,35.60374184290,139.70638527000
令和1年,,0,1,35.60401219050,139.70834140800
令和1年,,0,1,35.60343941790,139.70796266900
令和1年,,0,1,35.60348092570,139.70774358800
令和1年,,0,1,35.60625283340,139.70721359700
令和1年,,0,1,35.60318482020,139.70968599400
令和1年,,0,1,35.60396717490,139.71095509600
令和1年,,0,1,35.60448238200,139.71339273100
令和1年,,0,1,35.60433925110,139.71335644200
令和1年,,0,1,35.60410670060,139.71333488700
令和1年,,0,1,35.60359978360,139.71321153400
令和1年,,0,1,35.60352819270,139.71316783800
令和1年,,0,1,35.60325992670,139.71320474100
令和1年,,0,1,35.60295574870,139.71310298900
令和1年,,0,1,35.60118818960,139.70704073900
令和1年,,0,1,35.60197534060,139.71299373200
令和1年,,0,1,35.60075881430,139.71277362400
令和1年,,0,1,35.60102110780,139.71272650800
令和1年,,0,1,35.60595870310,139.71556932800
令和1年,,0,1,35.60666216600,139.71794545500
令和1年,,0,1,35.60661451260,139.71799224900
令和1年,,0,1,35.60470942640,139.71599751800
令和1年,,0,1,35.60692997850,139.72380913800
令和1年,,0,1,35.60172906070,139.71387482200
令和1年,,0,1,35.60130627630,139.71563337900
令和1年,,0,1,35.60003651250,139.71462488300
令和1年,,0,1,35.59999185680,139.71900509900
令和1年,,0,1,35.59957253770,139.72297993100
令和1年,,0,1,35.60231445500,139.72218041600
令和1年,,0,1,35.59454191810,139.72804921600
令和1年,,0,1,35.59308242090,139.72950740200
令和1年,,0,1,35.59698330890,139.72505576600
令和1年,,0,1,35.59908084020,139.73049886600
令和1年,,0,1,35.59767944160,139.73019405700
令和1年,,0,1,35.59915566890,139.72740349600
令和1年,,0,1,35.59920708940,139.72488486700
令和1年,,0,1,35.59906334000,139.73095295900
令和1年,,0,1,35.60159994360,139.73124320400
令和1年,,0,1,35.60379495390,139.72949265300
令和1年,,0,1,35.60242072640,139.72889433000
令和1年,,0,1,35.60046836460,139.72583074300
令和1年,,0,1,35.60453680330,139.73070141500
令和1年,,0,1,35.60644678400,139.73313745500
令和1年,,0,1,35.60652516320,139.73418867900
令和1年,,0,1,35.60641772800,139.73405009600
令和1年,,0,1,35.60699615550,139.72715734400
令和1年,,0,1,35.60665673580,139.72764695000
令和1年,,0,1,35.60681642440,139.73528637100
令和1年,,0,1,35.60494643120,139.73798261100
令和1年,,0,1,35.60623441130,139.74278502200
令和1年,,0,1,35.60628219180,139.74289448000
令和1年,,0,1,35.60356178500,139.74078037400
令和1年,,0,1,35.60252368910,139.73992741300
令和1年,,0,1,35.59995061300,139.73572546000
令和1年,,0,1,35.59754927090,139.73754608300
令和1年,,0,1,35.59725718270,139.73762673100
令和1年,,0,1,35.59714370770,139.73738596700
令和1年,,0,1,35.59735193890,139.73682361700
令和1年,,0,1,35.59728513720,139.73543852100
令和1年,,0,1,35.59527689510,139.73674033500
令和1年,,0,1,35.59475787710,139.73636867000
令和1年,,0,1,35.59488869420,139.73593052500
令和1年,,0,1,35.59411720640,139.73306267100
令和1年,,0,1,35.59287774580,139.73390367100
令和1年,,0,1,35.59262341860,139.73642234100
令和1年,,0,1,35.59251608560,139.73640787200
令和1年,,0,1,35.59160366120,139.73616808800
令和1年,,0,1,35.59192585990,139.73645968000
令和1年,,0,1,35.59121597090,139.73599337000
令和1年,,0,1,35.59088820380,139.73619085100
令和1年,,0,1,35.59059386860,139.73351962700
令和1年,,0,1,35.59042432170,139.73042489900
令和1年,,0,1,35.58859354200,139.73001118700
令和1年,,0,1,35.58780859300,139.72964991400
令和1年,,0,1,35.58732632450,139.72991841300
令和1年,,0,1,35.58735165730,139.73452995400
令和1年,,0,1,35.58729847270,139.73511248700
令和1年,,0,1,35.58729194000,139.73587890100
令和1年,,0,1,35.58746006620,139.73586555900
令和1年,,0,1,35.58958117230,139.73850387700
令和1年,,0,1,35.59151836550,139.73931913400
令和1年,,0,1,35.59154703000,139.73937749700
令和1年,,0,1,35.59173790520,139.73948238700
令和1年,,0,1,35.59580599900,139.74503138000
令和1年,,0,1,35.59617556980,139.74171389700
令和1年,,0,1,35.59452001100,139.74115516300
令和1年,,0,1,35.59698338880,139.73778266900
令和1年,,0,1,35.59700378080,139.73945288000
令和1年,,0,1,35.59822935160,139.74283285100
令和1年,,0,1,35.59940231850,139.74314247000
令和1年,,0,1,35.60030888730,139.74039946800
令和1年,,0,1,35.60047016660,139.74556789000
令和1年,,0,1,35.60301467060,139.74208714100
令和1年,,0,1,35.60386613070,139.74214750000
令和1年,,0,1,35.60474688850,139.74311019100
令和1年,,0,1,35.60418173650,139.74320719300
令和1年,,0,1,35.62144042350,139.74894707800
令和1年,,0,1,35.62127342380,139.74886693000
令和1年,,0,1,35.62129393230,139.74835575500
令和1年,,0,1,35.62112700700,139.74838148900
令和1年,,0,1,35.62351016920,139.75015344900
令和1年,,0,1,35.62303329900,139.75031459500
令和1年,,0,1,35.62313474040,139.75043497900
令和1年,,0,1,35.62235097850,139.75083741300
令和1年,,0,1,35.62041475070,139.75086495900
令和1年,,0,1,35.61160599770,139.75249197000
令和1年,,0,1,35.62426371040,139.75770779200
令和1年,,0,1,35.61351989950,139.75802982500
令和1年,,0,1,35.61233163800,139.75711388600
令和1年,,0,1,35.61142770790,139.75335895900
令和1年,,0,1,35.61204299130,139.75332330000
令和1年,,0,1,35.60949574810,139.75308636000
令和1年,,0,1,35.60528372960,139.75269340600
令和1年,,0,1,35.60161238270,139.75484632700
令和1年,,0,1,35.59740064250,139.75487963900
令和1年,,0,1,35.59569969590,139.75056562000
令和1年,,0,1,35.59568873840,139.75559961600
令和1年,,0,1,35.59530258120,139.75590950200
令和1年,,0,1,35.59138590180,139.75491470500
令和1年,,0,1,35.59119034240,139.75492073600
令和1年,,0,1,35.60057820050,139.76200309600
令和1年,,0,1,35.59927844360,139.76204075100
令和1年,,0,1,35.59511455560,139.75840183800
令和1年,,0,1,35.59532129500,139.76517588600
令和1年,,0,1,35.59497997660,139.76262854600
令和1年,,0,1,35.58920243580,139.76250223900
令和1年,,0,1,35.58450050110,139.75655782000
令和1年,,0,1,35.58462933020,139.76246977200
令和1年,,0,1,35.61428873170,139.75920465900
令和1年,,0,1,35.60204738580,139.71981885100
令和1年,,0,1,35.59063353080,139.72981598300
令和1年,,0,1,35.59837696530,139.74281673400
令和2年,,1,0,35.60171352000,139.76285584500
令和2年,,1,0,35.59897911480,139.76538234600
令和2年,,1,0,35.59500693040,139.75855980700
令和2年,,1,0,35.59526194150,139.75601455900
令和2年,,1,0,35.59111265710,139.75576238700
令和2年,,1,0,35.59753519380,139.75080700400
令和2年,,1,0,35.60020135760,139.75055547400
令和2年,,1,0,35.60097921020,139.75540268400
令和2年,,1,0,35.60099899190,139.75575191300
令和2年,,1,0,35.60132810890,139.75574984400
令和2年,,1,0,35.60575443700,139.75489984900
令和2年,,1,0,35.60820906870,139.75575897100
令和2年,,1,0,35.60923341990,139.75580763000
令和2年,,1,0,35.62017015860,139.75328223700
令和2年,,1,0,35.62186675590,139.75469133900
令和2年,,1,0,35.62167266250,139.74978735700
令和2年,,1,0,35.62228516530,139.75091127100
令和2年,,1,0,35.62139002070,139.74571565400
令和2年,,1,0,35.62053752750,139.74619794000
令和2年,,1,0,35.62004827850,139.74313919300
令和2年,,1,0,35.62312208240,139.74111313600
令和2年,,1,0,35.62281052480,139.73614572200
令和2年,,1,0,35.62210070740,139.73875582500
令和2年,,1,0,35.62051872200,139.73926737500
令和2年,,1,0,35.62050492160,139.73992166100
令和2年,,1,0,35.62056327130,139.73981790300
令和2年,,1,0,35.61695745690,139.73918976500
令和2年,,1,0,35.61687543490,139.74153227400
令和2年,,1,0,35.61597913160,139.74114864400
令和2年,,1,0,35.61707437640,139.74111642800
令和2年,,1,0,35.61715829680,139.74107923800
令和2年,,1,0,35.61554963890,139.74815547400
令和2年,,1,0,35.61456303060,139.74785949200
令和2年,,1,0,35.61413203190,139.74779540500
令和2年,,1,0,35.61434072820,139.75037745100
令和2年,,1,0,35.61087091630,139.74500148000
令和2年,,1,0,35.61092858990,139.74527097800
令和2年,,1,0,35.61148873120,139.74748119700
令和2年,,1,0,35.61003152320,139.74744332800
令和2年,,1,0,35.60728029380,139.74711699700
令和2年,,1,0,35.60379339350,139.74590635600
令和2年,,1,0,35.63754427940,139.71499563700
令和2年,,1,0,35.63664891540,139.71762142500
令和2年,,1,0,35.63554911780,139.71479992300
令和2年,,1,0,35.63490842720,139.71493452100
令和2年,,1,0,35.63475790010,139.71513675600
令和2年,,1,0,35.63484786520,139.71507060000
令和2年,,1,0,35.63493154150,139.71674865800
令和2年,,1,0,35.63521818420,139.71721931500
令和2年,,1,0,35.63429176040,139.71795464300
令和2年,,1,0,35.63408909650,139.71800970900
令和2年,,1,0,35.63423018940,139.71841119200
令和2年,,1,0,35.63398932290,139.71656014000
令和2年,,1,0,35.63370486690,139.71527882200
令和2年,,1,0,35.63425797280,139.72004710500
令和2年,,1,0,35.63234062790,139.72067963800
令和2年,,1,0,35.62890646090,139.72027009100
令和2年,,1,0,35.62853805100,139.72109699900
令和2年,,1,0,35.62743799470,139.72485097900
令和2年,,1,0,35.62843012800,139.72566317400
令和2年,,1,0,35.63006694190,139.72797261700
令和2年,,1,0,35.62578803900,139.72419183600
令和2年,,1,0,35.62591780890,139.72462178300
令和2年,,1,0,35.62566538280,139.72556883200
令和2年,,1,0,35.62561126350,139.72639205100
令和2年,,1,0,35.62540823810,139.72932659800
令和2年,,1,0,35.62512966340,139.73021138400
令和2年,,1,0,35.62487877560,139.73070135100
令和2年,,1,0,35.62480707500,139.73130755100
令和2年,,1,0,35.62732669670,139.71436377000
令和2年,,1,0,35.62686107120,139.71523961500
令和2年,,1,0,35.62682441470,139.71531211100
令和2年,,1,0,35.62608509820,139.71678599000
令和2年,,1,0,35.62594032880,139.71702689400
令和2年,,1,0,35.62519620050,139.71797963900
令和2年,,1,0,35.62564890300,139.71852872700
令和2年,,1,0,35.62529842030,139.71863204800
令和2年,,1,0,35.62462746580,139.71930074600
令和2年,,1,0,35.62455396710,139.71975944600
令和2年,,1,0,35.62431562910,139.72042927300
令和2年,,1,0,35.62414572200,139.72083027000
令和2年,,1,0,35.62419834140,139.72099260200
令和2年,,1,0,35.62446694020,139.72105532000
令和2年,,1,0,35.62487788950,139.72134392500
令和2年,,1,0,35.62368370070,139.72127227400
令和2年,,1,0,35.62280163050,139.72036480400
令和2年,,1,0,35.62344262270,139.72234167900
令和2年,,1,0,35.62375541970,139.72274872100
令和2年,,1,0,35.62500725300,139.72248527500
令和2年,,1,0,35.62405502750,139.72307837900
令和2年,,1,0,35.62614613800,139.72129658800
令和2年,,1,0,35.62423383690,139.72455542000
令和2年,,1,0,35.62372970020,139.72419565600
令和2年,,1,0,35.62360917480,139.72652800100
令和2年,,1,0,35.62256214730,139.72578994300
令和2年,,1,0,35.62246580550,139.72352439400
令和2年,,1,0,35.62180756090,139.72456454700
令和2年,,1,0,35.62129271610,139.72542310500
令和2年,,1,0,35.62083677550,139.72804436000
令和2年,,1,0,35.62127914940,139.72774176200
令和2年,,1,0,35.62211246020,139.72886404600
令和2年,,1,0,35.62041112740,139.73059773400
令和2年,,1,0,35.61979567720,139.73155187700
令和2年,,1,0,35.61854315150,139.72990439500
令和2年,,1,0,35.61735392920,139.72977975000
令和2年,,1,0,35.61731009210,139.72983238000
令和2年,,1,0,35.61820581580,139.73431576400
令和2年,,1,0,35.61807253420,139.73464889500
令和2年,,1,0,35.61185893300,139.74196004700
令和2年,,1,0,35.61130316740,139.74075991000
令和2年,,1,0,35.61078851070,139.74217694200
令和2年,,1,0,35.61012257770,139.74303996600
令和2年,,1,0,35.61069104320,139.73947925100
令和2年,,1,0,35.60971267380,139.73876853300
令和2年,,1,0,35.61140499040,139.73753992500
令和2年,,1,0,35.60915810980,139.74255114700
令和2年,,1,0,35.60897101470,139.74271125200
令和2年,,1,0,35.60924749940,139.74249190700
令和2年,,1,0,35.60687131080,139.73910041600
令和2年,,1,0,35.60655960920,139.73850065200
令和2年,,1,0,35.60592279200,139.74373957400
令和2年,,1,0,35.60555342030,139.74348825600
令和2年,,1,0,35.60443065710,139.74134720700
令和2年,,1,0,35.60296720210,139.74219457400
令和2年,,1,0,35.60351459750,139.74070609700
令和2年,,1,0,35.59947688040,139.74540697100
令和2年,,1,0,35.59810900620,139.74523618600
令和2年,,1,0,35.59579310050,139.74551889200
令和2年,,1,0,35.59617028710,139.74122175700
令和2年,,1,0,35.59118781300,139.73918653700
令和2年,,1,0,35.59121897550,139.73637825500
令和2年,,1,0,35.59262661870,139.73705337500
令和2年,,1,0,35.59333017480,139.73705983200
令和2年,,1,0,35.59182668120,139.73582217500
令和2年,,1,0,35.59252910040,139.73589723900
令和2年,,1,0,35.59106172600,139.73597901900
令和2年,,1,0,35.58923853980,139.73608400000
令和2年,,1,0,35.58742600220,139.73346114000
令和2年,,1,0,35.58737400350,139.73359623800
令和2年,,1,0,35.58751973370,139.73232133900
令和2年,,1,0,35.58728761820,139.73153814500
令和2年,,1,0,35.58726313350,139.73078841300
令和2年,,1,0,35.59132385480,139.73111375500
令和2年,,1,0,35.59312090390,139.73283067800
令和2年,,1,0,35.59365430750,139.73299381600
令和2年,,1,0,35.59484538390,139.73640424900
令和2年,,1,0,35.59608286760,139.73693681700
令和2年,,1,0,35.59612943830,139.73701779000
令和2年,,1,0,35.59640078010,139.73708973500
令和2年,,1,0,35.59732893550,139.73687283500
令和2年,,1,0,35.59867319480,139.73702350300
令和2年,,1,0,35.59883021460,139.73580375300
令和2年,,1,0,35.59796547670,139.73438099700
令和2年,,1,0,35.59960073490,139.73858624400
令和2年,,1,0,35.60666427340,139.74311613000
令和2年,,1,0,35.60602933600,139.73686356200
令和2年,,1,0,35.60579545330,139.73666234100
令和2年,,1,0,35.60494589730,139.73541903200
令和2年,,1,0,35.60606022510,139.73524420700
令和2年,,1,0,35.60552210850,139.73340507400
令和2年,,1,0,35.60166735680,139.73542039700
令和2年,,1,0,35.59518622600,139.72957456900
令和2年,,1,0,35.59539982790,139.72961239900
令和2年,,1,0,35.59607571480,139.73114946900
令和2年,,1,0,35.59665496270,139.72969633500
令和2年,,1,0,35.59549207620,139.72521587700
令和2年,,1,0,35.59789498650,139.72244621500
令和2年,,1,0,35.59758703300,139.71956633900
令和2年,,1,0,35.61812183500,139.74398723300
令和2年,,1,0,35.61784720150,139.74349101100
令和2年,,1,0,35.59424666340,139.73816639500
令和2年,,1,0,35.60727113090,139.73643083100
令和2年,,1,0,35.59909698090,139.72550911900
令和2年,,1,0,35.59994692490,139.72322300200
令和2年,,1,0,35.59993810140,139.72335441900
令和2年,,1,0,35.60266130420,139.72395259400
令和2年,,1,0,35.60627161670,139.72860431900
令和2年,,1,0,35.60612853770,139.72917280100
令和2年,,1,0,35.60675869510,139.72897048000
令和2年,,1,0,35.60789906150,139.72749011500
令和2年,,1,0,35.60804712110,139.72991209400
令和2年,,1,0,35.60776009780,139.73173536600
令和2年,,1,0,35.60775255890,139.73255600300
令和2年,,1,0,35.60879573680,139.72971745800
令和2年,,1,0,35.60980603010,139.72662606800
令和2年,,1,0,35.61147965780,139.72597330100
令和2年,,1,0,35.61122981650,139.72661979700
令和2年,,1,0,35.61099541440,139.72719909700
令和2年,,1,0,35.61135264770,139.73074850900
令和2年,,1,0,35.61291590610,139.72792670300
令和2年,,1,0,35.61306999950,139.73170718600
令和2年,,1,0,35.61619635340,139.73198754000
令和2年,,1,0,35.61698780310,139.72480961000
令和2年,,1,0,35.61875129900,139.72229623100
令和2年,,1,0,35.61759129300,139.72000505400
令和2年,,1,0,35.61781495220,139.71945125700
令和2年,,1,0,35.61447205360,139.72087761000
令和2年,,1,0,35.61416211180,139.72291590300
令和2年,,1,0,35.61307084910,139.72377868000
令和2年,,1,0,35.61226263190,139.72367931600
令和2年,,1,0,35.61179971440,139.72472549700
令和2年,,1,0,35.61000843650,139.72034736800
令和2年,,1,0,35.61643857370,139.72629275200
令和2年,,1,0,35.61871077350,139.71787495600
令和2年,,1,0,35.61712815840,139.71838402500
令和2年,,1,0,35.61755807420,139.71829695600
令和2年,,1,0,35.61721221800,139.71762772900
令和2年,,1,0,35.61711617570,139.71757602400
令和2年,,1,0,35.61809814910,139.71818519400
令和2年,,1,0,35.61833013830,139.71824473700
令和2年,,1,0,35.61836309730,139.71841920500
令和2年,,1,0,35.61813396950,139.71873453700
令和2年,,1,0,35.61814981570,139.71872034900
令和2年,,1,0,35.61834417050,139.71795483000
令和2年,,1,0,35.61840441520,139.71798176100
令和2年,,1,0,35.61842055520,139.71802554900
令和2年,,1,0,35.61942729540,139.71834904400
令和2年,,1,0,35.61840539290,139.71529757300
令和2年,,1,0,35.61898972310,139.71593636700
令和2年,,1,0,35.61920449390,139.71606895000
令和2年,,1,0,35.61932346180,139.71701292500
令和2年,,1,0,35.61978326060,139.71712471100
令和2年,,1,0,35.62007698990,139.71814730700
令和2年,,1,0,35.62102797720,139.71815324500
令和2年,,1,0,35.62514213060,139.69952778100
令和2年,,1,0,35.62306757690,139.70609122600
令和2年,,1,0,35.62342879000,139.70724369900
令和2年,,1,0,35.62190989640,139.70604647200
令和2年,,1,0,35.62641129000,139.71147090200
令和2年,,1,0,35.62340834360,139.71128194600
令和2年,,1,0,35.62334625720,139.71130238600
令和2年,,1,0,35.62245330970,139.71238638400
令和2年,,1,0,35.62026036640,139.71118279600
令和2年,,1,0,35.62094861490,139.71497010700
令和2年,,1,0,35.61732861110,139.71285207000
令和2年,,1,0,35.61723062540,139.71264776600
令和2年,,1,0,35.61633247700,139.71123550000
令和2年,,1,0,35.61583241710,139.70909716000
令和2年,,1,0,35.61676036870,139.70871135700
令和2年,,1,0,35.61658575090,139.70729479500
令和2年,,1,0,35.61554463900,139.70697223400
令和2年,,1,0,35.61797772290,139.70539090900
令和2年,,1,0,35.61738730080,139.70501857900
令和2年,,1,0,35.61813783020,139.70412494300
令和2年,,1,0,35.61913257550,139.70246812800
令和2年,,1,0,35.61731607860,139.70200012000
令和2年,,1,0,35.61732013310,139.69972267500
令和2年,,1,0,35.61723056310,139.69960015300
令和2年,,1,0,35.61982918860,139.70307025200
令和2年,,1,0,35.62005597140,139.70617531000
令和2年,,1,0,35.61357792630,139.69761333000
令和2年,,1,0,35.61296950620,139.69832989800
令和2年,,1,0,35.61279993320,139.70090349200
令和2年,,1,0,35.61123640730,139.70113971000
令和2年,,1,0,35.61127943680,139.70123192700
令和2年,,1,0,35.61034146920,139.70135685900
令和2年,,1,0,35.60776887800,139.69711733100
令和2年,,1,0,35.60422662780,139.69817645100
令和2年,,1,0,35.60480460660,139.69891839700
令和2年,,1,0,35.60496455750,139.69906355900
令和2年,,1,0,35.60618888880,139.70027905500
令和2年,,1,0,35.60294844120,139.70065119800
令和2年,,1,0,35.60229153480,139.70296214700
令和2年,,1,0,35.60282565740,139.70331287300
令和2年,,1,0,35.60260921620,139.70837538000
令和2年,,1,0,35.60359879010,139.70821614900
令和2年,,1,0,35.60397333760,139.70832799600
令和2年,,1,0,35.60391372150,139.71230633400
令和2年,,1,0,35.60358079390,139.71398655200
令和2年,,1,0,35.60339052650,139.71331518300
令和2年,,1,0,35.60258172020,139.71299370900
令和2年,,1,0,35.60208931340,139.71307183100
令和2年,,1,0,35.60111723190,139.71284259500
令和2年,,1,0,35.60104564810,139.71280620000
令和2年,,1,0,35.60134055080,139.71558866000
令和2年,,1,0,35.60166209750,139.71987805100
令和2年,,1,0,35.60106310540,139.71897292300
令和2年,,1,0,35.59943886300,139.71772724000
令和2年,,1,0,35.60475146290,139.72092537700
令和2年,,1,0,35.60724873850,139.71931101200
令和2年,,1,0,35.60805157000,139.71925905800
令和2年,,1,0,35.60823304600,139.72000058200
令和2年,,1,0,35.60953421730,139.71907807600
令和2年,,1,0,35.61051264290,139.71834247600
令和2年,,1,0,35.61071808650,139.71807568700
令和2年,,1,0,35.61138406890,139.71621655500
令和2年,,1,0,35.60979174150,139.71580636100
令和2年,,1,0,35.61307627810,139.71756996500
令和2年,,1,0,35.61155646430,139.71569236200
令和2年,,1,0,35.61206153490,139.71551566000
令和2年,,1,0,35.61154559200,139.71518347700
令和2年,,1,0,35.61117033070,139.71518797200
令和2年,,1,0,35.61081882390,139.71509590900
令和2年,,1,0,35.61029332650,139.71378451300
令和2年,,1,0,35.60937495710,139.71336475200
令和2年,,1,0,35.60887197730,139.71444562100
令和2年,,1,0,35.60784039360,139.71409348900
令和2年,,1,0,35.60683419700,139.71518076700
令和2年,,1,0,35.60588253680,139.71364958500
令和2年,,1,0,35.60601229450,139.71378825300
令和2年,,1,0,35.60525531670,139.71234792400
令和2年,,1,0,35.60469017140,139.71077416500
令和2年,,1,0,35.60466462700,139.71347516100
令和2年,,1,0,35.60456824580,139.71344435000
令和2年,,1,0,35.60454203510,139.71346775100
令和2年,,1,0,35.60588889520,139.70973029600
令和2年,,1,0,35.60587581120,139.70976243900
令和2年,,1,0,35.60667649350,139.70913187400
令和2年,,1,0,35.60841662210,139.70945773100
令和2年,,1,0,35.61305151030,139.70812464400
令和2年,,1,0,35.61120365480,139.70627592300
令和2年,,1,0,35.61100609350,139.70580311400
令和2年,,1,0,35.61131569690,139.70590676100
令和2年,,1,0,35.61145678020,139.70600257900
令和2年,,1,0,35.61054143360,139.70255043400
令和2年,,1,0,35.60892501820,139.70495073200
令和2年,,1,0,35.60851347540,139.70414506500
令和2年,,1,0,35.60714795810,139.70388910000
令和2年,,1,0,35.60685894870,139.70403923400
令和2年,,1,0,35.60719799820,139.70496356700
令和2年,,1,0,35.60748000830,139.70495815200
令和2年,,1,0,35.61354045420,139.70376124800
令和2年,,1,0,35.61360609950,139.70741743400
令和2年,,1,0,35.61397636340,139.70845513000
令和2年,,1,0,35.61463210890,139.70997430000
令和2年,,1,0,35.61422546860,139.71113148800
令和2年,,1,0,35.61314517740,139.71120322500
令和2年,,1,0,35.61487659910,139.71476231500
令和2年,,1,0,35.61548096470,139.71576613100
令和2年,,1,0,35.61562014630,139.71542274900
令和2年,,1,0,35.61585357600,139.71391606700
令和2年,,1,0,35.61487855030,139.70839346500
令和2年,,1,0,35.61788790780,139.71412192600
令和2年,,1,0,35.61573342170,139.71684499800
令和2年,,1,0,35.61537725050,139.71661405300
令和2年,,1,0,35.61534864160,139.71662431600
令和2年,,1,0,35.61524319930,139.71671720000
令和2年,,1,0,35.61448332380,139.71642624100
令和2年,,1,0,35.61357733290,139.69762841900
令和2年,,0,1,35.62152909680,139.76839236600
令和2年,,0,1,35.62059093410,139.76675452800
令和2年,,0,1,35.62001801040,139.76578973100
令和2年,,0,1,35.62162098550,139.75373475800
令和2年,,0,1,35.62184098440,139.75315875800
令和2年,,0,1,35.62183337640,139.75312504100
令和2年,,0,1,35.62120841480,139.74831839600
令和2年,,0,1,35.62015097430,139.74932778000
令和2年,,0,1,35.61928497660,139.75080278000
令和2年,,0,1,35.61715991550,139.75337188400
令和2年,,0,1,35.61648969830,139.75328493000
令和2年,,0,1,35.61228759260,139.75712671600
令和2年,,0,1,35.60886620260,139.75563966900
令和2年,,0,1,35.60704898360,139.75928882800
令和2年,,0,1,35.60342098510,139.76110984600
令和2年,,0,1,35.60340098730,139.76205284300
令和2年,,0,1,35.59865498510,139.76266187200
令和2年,,0,1,35.59577514300,139.76719195600
令和2年,,0,1,35.59514898710,139.76498088800
令和2年,,0,1,35.59611197560,139.75969089300
令和2年,,0,1,35.59706622350,139.75561311400
令和2年,,0,1,35.59521414600,139.75470875300
令和2年,,0,1,35.59498796370,139.75497191000
令和2年,,0,1,35.59436759590,139.75485557600
令和2年,,0,1,35.59275776930,139.75484546800
令和2年,,0,1,35.59302963850,139.75482768300
令和2年,,0,1,35.58735058000,139.73243811600
令和2年,,0,1,35.58843190980,139.73489198900
令和2年,,0,1,35.58964889860,139.73297489500
令和2年,,0,1,35.58477595780,139.75608696900
令和2年,,0,1,35.58448495720,139.75594597100
令和2年,,0,1,35.60581788090,139.75404484000
令和2年,,0,1,35.59602895560,139.75113991200
令和2年,,0,1,35.59536395890,139.75278391200
令和2年,,0,1,35.59567471790,139.75032899500
令和2年,,0,1,35.59176896280,139.75570992700
令和2年,,0,1,35.59584569060,139.74563402500
令和2年,,0,1,35.59595393520,139.74240893200
令和2年,,0,1,35.59596022430,139.74249203000
令和2年,,0,1,35.59153020050,139.73933197900
令和2年,,0,1,35.59134591560,139.73605897200
令和2年,,0,1,35.59333791920,139.73671496000
令和2年,,0,1,35.59396492030,139.73690195600
令和2年,,0,1,35.59478908990,139.73649278800
令和2年,,0,1,35.59618463740,139.73695538100
令和2年,,0,1,35.59619492230,139.73683394400
令和2年,,0,1,35.59519475350,139.73980057600
令和2年,,0,1,35.59829193780,139.74267491900
令和2年,,0,1,35.60039294470,139.74492390200
令和2年,,0,1,35.60018594790,139.74647989900
令和2年,,0,1,35.60022295160,139.74810889500
令和2年,,0,1,35.59896958500,139.75019219500
令和2年,,0,1,35.60482029950,139.74752869200
令和2年,,0,1,35.60711595610,139.74702785900
令和2年,,0,1,35.60717000870,139.74833220300
令和2年,,0,1,35.60787271100,139.74713994200
令和2年,,0,1,35.61139099010,139.74788966100
令和2年,,0,1,35.61141223020,139.74757422200
令和2年,,0,1,35.61421699930,139.74773478300
令和2年,,0,1,35.61461355850,139.74867480400
